mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 339,587,0.3,left,ND,ND,WT,mPFF,M,pSyn,0,0,0,0
IM 342,587,0.3,left,ND,ND,WT,mPFF,F,pSyn,0,0,0,0
IM 332,596,0.3,left,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM 335,596,0.3,left,NDB,NDB,WT,mPFF,F,pSyn,0,0,0,0
IM 339,596,0.3,left,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM 342,596,0.3,left,NDB,NDB,WT,mPFF,F,pSyn,0.000106164,0,0.000106164,0
IM 332,612,0.3,left,NLL,NLL,WT,mPFF,M,pSyn,0.000137317,0,0.000137317,0
IM 335,612,0.3,left,NLL,NLL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,612,0.3,left,NLL,NLL,WT,mPFF,M,pSyn,0.000117023,0,0.000117023,0
IM 342,612,0.3,left,NLL,NLL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,628,0.3,left,NOT,NOT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,628,0.3,left,NOT,NOT,WT,mPFF,F,pSyn,0,0,0,0
IM 342,628,0.3,left,NOT,NOT,WT,mPFF,F,pSyn,0,0,0,0
IM 342,634,0.3,left,NPC,NPC,WT,mPFF,F,pSyn,0,0,0,0
IM 332,102,0.3,left,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM 335,102,0.3,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 339,102,0.3,left,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM 342,102,0.3,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 332,698,0.3,left,OLF,OLF,WT,mPFF,M,pSyn,0.000154612,0,0.000154612,0
IM 335,698,0.3,left,OLF,OLF,WT,mPFF,F,pSyn,0.001356419,0,0.001356419,0
IM 339,698,0.3,left,OLF,OLF,WT,mPFF,M,pSyn,0.000909245,0,0.000909245,0
IM 342,698,0.3,left,OLF,OLF,WT,mPFF,F,pSyn,0.000573519,0,0.000573519,0
IM 332,125,0.3,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 335,125,0.3,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 339,125,0.3,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 342,125,0.3,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 332,484682520,0.3,left,or,or,WT,mPFF,M,pSyn,0.001373587,0,0.001373587,0
IM 335,484682520,0.3,left,or,or,WT,mPFF,F,pSyn,0.000455663,0,0.000455663,0
IM 339,484682520,0.3,left,or,or,WT,mPFF,M,pSyn,0.003342572,0,0.003342572,0
IM 342,484682520,0.3,left,or,or,WT,mPFF,F,pSyn,0.001942401,0,0.001942401,0
IM 332,"c(448, 440, 412, 630)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl6a"", ""ORBl2/3"", ""ORBl5"")",WT,mPFF,M,pSyn,0.006223402,0,0.006223402,0
IM 335,"c(448, 630, 412, 440)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl5"", ""ORBl2/3"", ""ORBl6a"")",WT,mPFF,F,pSyn,0.006699153,0,0.006699153,0
IM 339,"c(488, 412, 630, 440, 448)",0.3,left,ORBl,"c(""ORBl6b"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"", ""ORBl1"")",WT,mPFF,M,pSyn,0.004121898,0,0.004121898,0
IM 342,"c(440, 630, 412, 448)",0.3,left,ORBl,"c(""ORBl6a"", ""ORBl5"", ""ORBl2/3"", ""ORBl1"")",WT,mPFF,F,pSyn,0.005336463,0,0.005336463,0
IM 332,"c(582, 484, 910, 620)",0.3,left,ORBm,"c(""ORBm2/3"", ""ORBm1"", ""ORBm6a"", ""ORBm5"")",WT,mPFF,M,pSyn,0.005139031,0,0.005139031,0
IM 335,"c(582, 910, 484, 620)",0.3,left,ORBm,"c(""ORBm2/3"", ""ORBm6a"", ""ORBm1"", ""ORBm5"")",WT,mPFF,F,pSyn,0.007345998,0,0.007345998,0
IM 339,"c(620, 910, 484, 582)",0.3,left,ORBm,"c(""ORBm5"", ""ORBm6a"", ""ORBm1"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0.005373885,0,0.005373885,0
IM 342,"c(910, 484, 620, 582)",0.3,left,ORBm,"c(""ORBm6a"", ""ORBm1"", ""ORBm5"", ""ORBm2/3"")",WT,mPFF,F,pSyn,0.016715462,0,0.016715462,0
IM 332,"c(288, 608, 969, 1125)",0.3,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl6a"", ""ORBvl1"", ""ORBvl5"")",WT,mPFF,M,pSyn,0.010532651,0,0.010532651,0
IM 335,"c(1125, 288, 608, 969)",0.3,left,ORBvl,"c(""ORBvl5"", ""ORBvl2/3"", ""ORBvl6a"", ""ORBvl1"")",WT,mPFF,F,pSyn,0.008103909,0,0.008103909,0
IM 339,"c(608, 1125, 288, 680)",0.3,left,ORBvl,"c(""ORBvl6a"", ""ORBvl5"", ""ORBvl2/3"", ""ORBvl6b"")",WT,mPFF,M,pSyn,0.007933181,0,0.007933181,0
IM 342,"c(1125, 608, 288)",0.3,left,ORBvl,"c(""ORBvl5"", ""ORBvl6a"", ""ORBvl2/3"")",WT,mPFF,F,pSyn,0.008855133,0,0.008855133,0
IM 332,754,0.3,left,OT,OT,WT,mPFF,M,pSyn,6.06E-05,0,6.06E-05,0
IM 335,754,0.3,left,OT,OT,WT,mPFF,F,pSyn,0.001521359,0,0.001521359,0
IM 339,754,0.3,left,OT,OT,WT,mPFF,M,pSyn,0.001290236,0,0.001290236,0
IM 342,754,0.3,left,OT,OT,WT,mPFF,F,pSyn,0.001934518,0,0.001934518,0
IM 332,771,0.3,left,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM 335,771,0.3,left,P,P,WT,mPFF,F,pSyn,1.36E-05,0,1.36E-05,0
IM 339,771,0.3,left,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM 342,771,0.3,left,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 332,780,0.3,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,780,0.3,left,PA,PA,WT,mPFF,F,pSyn,0.002591793,0,0.002591793,0
IM 339,780,0.3,left,PA,PA,WT,mPFF,M,pSyn,0.000859964,0,0.000859964,0
IM 342,780,0.3,left,PA,PA,WT,mPFF,F,pSyn,5.49E-05,0,5.49E-05,0
IM 332,606826663,0.3,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 335,606826663,0.3,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 339,606826663,0.3,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 342,606826663,0.3,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 332,788,0.3,left,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,788,0.3,left,PAA,PAA,WT,mPFF,F,pSyn,8.26E-05,0,8.26E-05,0
IM 339,788,0.3,left,PAA,PAA,WT,mPFF,M,pSyn,0.000237118,0,0.000237118,0
IM 342,788,0.3,left,PAA,PAA,WT,mPFF,F,pSyn,0.005388131,0,0.005388131,0
IM 332,795,0.3,left,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,795,0.3,left,PAG,PAG,WT,mPFF,F,pSyn,9.47E-06,0,9.47E-06,0
IM 339,795,0.3,left,PAG,PAG,WT,mPFF,M,pSyn,0.000254715,0,0.000254715,0
IM 342,795,0.3,left,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,803,0.3,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,803,0.3,left,PAL,PAL,WT,mPFF,F,pSyn,3.95E-05,0,3.95E-05,0
IM 339,803,0.3,left,PAL,PAL,WT,mPFF,M,pSyn,0.002443907,0,0.002443907,0
IM 342,803,0.3,left,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0.000464559,0,0.000464559,0
IM 335,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,4.63E-05,0,4.63E-05,0
IM 339,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0.000170504,0,0.000170504,0
IM 342,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,0.000762576,0,0.000762576,0
IM 332,843,0.3,left,PAR,PAR,WT,mPFF,M,pSyn,3.84E-05,0,3.84E-05,0
IM 335,843,0.3,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 339,843,0.3,left,PAR,PAR,WT,mPFF,M,pSyn,1.82E-05,0,1.82E-05,0
IM 342,843,0.3,left,PAR,PAR,WT,mPFF,F,pSyn,7.79E-06,0,7.79E-06,0
IM 332,874,0.3,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,874,0.3,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 339,874,0.3,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 342,874,0.3,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,158,0.3,left,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 342,158,0.3,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,907,0.3,left,PCN,PCN,WT,mPFF,M,pSyn,0.000144032,0,0.000144032,0
IM 335,907,0.3,left,PCN,PCN,WT,mPFF,F,pSyn,0.002103394,0,0.002103394,0
IM 339,907,0.3,left,PCN,PCN,WT,mPFF,M,pSyn,0.003964385,0,0.003964385,0
IM 342,907,0.3,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,576073704,0.3,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 335,576073704,0.3,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 339,576073704,0.3,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 342,576073704,0.3,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(888, 692, 540, 368, 335)",0.3,left,PERI,"c(""PERI2/3"", ""PERI5"", ""PERI1"", ""PERI6b"", ""PERI6a"")",WT,mPFF,M,pSyn,0.000519871,0,0.000519871,0
IM 335,"c(540, 888, 335, 692, 368)",0.3,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI6a"", ""PERI5"", ""PERI6b"")",WT,mPFF,F,pSyn,0.003798245,0,0.003798245,0
IM 339,"c(692, 888, 540, 335, 368)",0.3,left,PERI,"c(""PERI5"", ""PERI2/3"", ""PERI1"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,0.008266275,0,0.008266275,0
IM 342,"c(888, 692, 540, 335, 368)",0.3,left,PERI,"c(""PERI2/3"", ""PERI5"", ""PERI1"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,0.003914461,0,0.003914461,0
IM 332,930,0.3,left,PF,PF,WT,mPFF,M,pSyn,0.0002262,0,0.0002262,0
IM 335,930,0.3,left,PF,PF,WT,mPFF,F,pSyn,0.001382313,0,0.001382313,0
IM 339,930,0.3,left,PF,PF,WT,mPFF,M,pSyn,0.000250628,0,0.000250628,0
IM 342,930,0.3,left,PF,PF,WT,mPFF,F,pSyn,0.000512473,0,0.000512473,0
IM 332,931,0.3,left,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,931,0.3,left,PG,PG,WT,mPFF,F,pSyn,8.58E-05,0,8.58E-05,0
IM 339,931,0.3,left,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 342,931,0.3,left,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,946,0.3,left,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 335,946,0.3,left,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 339,946,0.3,left,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 342,946,0.3,left,PH,PH,WT,mPFF,F,pSyn,2.96E-05,0,2.96E-05,0
IM 332,560581563,0.3,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,560581563,0.3,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,560581563,0.3,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 342,560581563,0.3,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,961,0.3,left,PIR,PIR,WT,mPFF,M,pSyn,2.21E-05,0,2.21E-05,0
IM 335,961,0.3,left,PIR,PIR,WT,mPFF,F,pSyn,6.69E-05,0,6.69E-05,0
IM 339,961,0.3,left,PIR,PIR,WT,mPFF,M,pSyn,0.000277662,0,0.000277662,0
IM 342,961,0.3,left,PIR,PIR,WT,mPFF,F,pSyn,0.000128558,0,0.000128558,0
IM 332,"c(84, 171, 304, 363)",0.3,left,PL,"c(""PL6a"", ""PL1"", ""PL2/3"", ""PL5"")",WT,mPFF,M,pSyn,0.016143237,0,0.016143237,0
IM 335,"c(84, 363, 304, 171)",0.3,left,PL,"c(""PL6a"", ""PL5"", ""PL2/3"", ""PL1"")",WT,mPFF,F,pSyn,0.014765682,0,0.014765682,0
IM 339,"c(304, 363, 84, 171)",0.3,left,PL,"c(""PL2/3"", ""PL5"", ""PL6a"", ""PL1"")",WT,mPFF,M,pSyn,0.007501335,0,0.007501335,0
IM 342,"c(171, 84, 304, 363)",0.3,left,PL,"c(""PL1"", ""PL6a"", ""PL2/3"", ""PL5"")",WT,mPFF,F,pSyn,0.01253272,0,0.01253272,0
IM 332,753,0.3,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 335,753,0.3,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 339,753,0.3,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 342,753,0.3,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 332,980,0.3,left,PMd,PMd,WT,mPFF,M,pSyn,0,0,0,0
IM 342,980,0.3,left,PMd,PMd,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1004,0.3,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1004,0.3,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1004,0.3,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1004,0.3,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1020,0.3,left,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1020,0.3,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1020,0.3,left,PO,PO,WT,mPFF,M,pSyn,0.000600909,0,0.000600909,0
IM 342,1020,0.3,left,PO,PO,WT,mPFF,F,pSyn,0.000552973,0,0.000552973,0
IM 332,1029,0.3,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1029,0.3,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1029,0.3,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1029,0.3,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1037,0.3,left,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1037,0.3,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1037,0.3,left,POST,POST,WT,mPFF,M,pSyn,0.000863612,0,0.000863612,0
IM 342,1037,0.3,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM 332,563807435,0.3,left,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,563807435,0.3,left,PoT,PoT,WT,mPFF,F,pSyn,0,0,0,0
IM 339,563807435,0.3,left,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM 342,563807435,0.3,left,PoT,PoT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1044,0.3,left,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1044,0.3,left,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1044,0.3,left,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1044,0.3,left,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1052,0.3,left,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1052,0.3,left,PPN,PPN,WT,mPFF,F,pSyn,0.000120647,0,0.000120647,0
IM 339,1052,0.3,left,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1052,0.3,left,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1061,0.3,left,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1061,0.3,left,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM 342,1061,0.3,left,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1077,0.3,left,PR,PR,WT,mPFF,M,pSyn,0.002865191,0,0.002865191,0
IM 335,1077,0.3,left,PR,PR,WT,mPFF,F,pSyn,0.004148286,0,0.004148286,0
IM 339,1077,0.3,left,PR,PR,WT,mPFF,M,pSyn,0.004374907,0,0.004374907,0
IM 342,1077,0.3,left,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM 332,50,0.3,left,PRC,PRC,WT,mPFF,M,pSyn,0.000396343,0,0.000396343,0
IM 335,50,0.3,left,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM 339,50,0.3,left,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM 342,50,0.3,left,PRC,PRC,WT,mPFF,F,pSyn,0.00025776,0,0.00025776,0
IM 332,1084,0.3,left,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1084,0.3,left,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1084,0.3,left,PRE,PRE,WT,mPFF,M,pSyn,0.004085631,0,0.004085631,0
IM 342,1084,0.3,left,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 332,146,0.3,left,PRNr,PRNr,WT,mPFF,M,pSyn,2.81E-05,0,2.81E-05,0
IM 335,146,0.3,left,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM 339,146,0.3,left,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM 342,146,0.3,left,PRNr,PRNr,WT,mPFF,F,pSyn,2.14E-05,0,2.14E-05,0
IM 332,484682470,0.3,left,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 335,484682470,0.3,left,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM 339,484682470,0.3,left,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 342,484682470,0.3,left,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM 332,364,0.3,left,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,364,0.3,left,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,364,0.3,left,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,364,0.3,left,PSTN,PSTN,WT,mPFF,F,pSyn,0.009237011,0,0.009237011,0
IM 332,126,0.3,left,PVR,PVp,WT,mPFF,M,pSyn,0,0,0,0
IM 342,126,0.3,left,PVR,PVp,WT,mPFF,F,pSyn,0,0,0,0
IM 332,149,0.3,left,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,149,0.3,left,PVT,PVT,WT,mPFF,F,pSyn,0.002771152,0,0.002771152,0
IM 339,149,0.3,left,PVT,PVT,WT,mPFF,M,pSyn,0.004322887,0,0.004322887,0
IM 342,149,0.3,left,PVT,PVT,WT,mPFF,F,pSyn,0.001230276,0,0.001230276,0
IM 332,118,0.3,left,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM 335,118,0.3,left,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 339,118,0.3,left,PVZ,PVi,WT,mPFF,M,pSyn,0.000199933,0,0.000199933,0
IM 342,118,0.3,left,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 332,181,0.3,left,RE,RE,WT,mPFF,M,pSyn,0.000400736,0,0.000400736,0
IM 335,181,0.3,left,RE,RE,WT,mPFF,F,pSyn,0.004223006,0,0.004223006,0
IM 339,181,0.3,left,RE,RE,WT,mPFF,M,pSyn,0.00705749,0,0.00705749,0
IM 342,181,0.3,left,RE,RE,WT,mPFF,F,pSyn,0.003903746,0,0.003903746,0
IM 332,189,0.3,left,RH,RH,WT,mPFF,M,pSyn,0.000212736,0,0.000212736,0
IM 335,189,0.3,left,RH,RH,WT,mPFF,F,pSyn,0.019650419,0,0.019650419,0
IM 339,189,0.3,left,RH,RH,WT,mPFF,M,pSyn,0.014120043,0,0.014120043,0
IM 342,189,0.3,left,RH,RH,WT,mPFF,F,pSyn,0.011545808,0,0.011545808,0
IM 332,197,0.3,left,RL,RL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,197,0.3,left,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,197,0.3,left,RL,RL,WT,mPFF,M,pSyn,0,0,0,0
IM 342,197,0.3,left,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,214,0.3,left,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,214,0.3,left,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM 339,214,0.3,left,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM 342,214,0.3,left,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(965, 671, 906, 279, 774)",0.3,left,RSPagl,"c(""RSPagl2/3"", ""RSPagl1"", ""RSPagl6a"", ""RSPagl6b"", ""RSPagl5"")",WT,mPFF,M,pSyn,0.000536234,0,0.000536234,0
IM 335,"c(965, 906, 279, 774, 671)",0.3,left,RSPagl,"c(""RSPagl2/3"", ""RSPagl6a"", ""RSPagl6b"", ""RSPagl5"", ""RSPagl1"")",WT,mPFF,F,pSyn,4.35E-05,0,4.35E-05,0
IM 339,"c(906, 774, 671, 965, 279)",0.3,left,RSPagl,"c(""RSPagl6a"", ""RSPagl5"", ""RSPagl1"", ""RSPagl2/3"", ""RSPagl6b"")",WT,mPFF,M,pSyn,3.88E-05,0,3.88E-05,0
IM 342,"c(279, 906, 671, 965, 774)",0.3,left,RSPagl,"c(""RSPagl6b"", ""RSPagl6a"", ""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"")",WT,mPFF,F,pSyn,3.26E-05,0,3.26E-05,0
IM 332,"c(274, 442, 330, 610, 434)",0.3,left,RSPd,"c(""RSPd6a"", ""RSPd1"", ""RSPd6b"", ""RSPd5"", ""RSPd2/3"")",WT,mPFF,M,pSyn,3.13E-05,0,3.13E-05,0
IM 335,"c(610, 330, 434, 442, 274)",0.3,left,RSPd,"c(""RSPd5"", ""RSPd6b"", ""RSPd2/3"", ""RSPd1"", ""RSPd6a"")",WT,mPFF,F,pSyn,4.49E-05,0,4.49E-05,0
IM 339,"c(274, 330, 610, 442, 434)",0.3,left,RSPd,"c(""RSPd6a"", ""RSPd6b"", ""RSPd5"", ""RSPd1"", ""RSPd2/3"")",WT,mPFF,M,pSyn,2.22E-05,0,2.22E-05,0
IM 342,"c(330, 610, 442, 434, 274)",0.3,left,RSPd,"c(""RSPd6b"", ""RSPd5"", ""RSPd1"", ""RSPd2/3"", ""RSPd6a"")",WT,mPFF,F,pSyn,6.14E-05,0,6.14E-05,0
IM 332,"c(687, 590, 622, 430, 542)",0.3,left,RSPv,"c(""RSPv5"", ""RSPv6a"", ""RSPv6b"", ""RSPv2/3"", ""RSPv1"")",WT,mPFF,M,pSyn,6.41E-05,0,6.41E-05,0
IM 335,"c(542, 622, 430, 687, 590)",0.3,left,RSPv,"c(""RSPv1"", ""RSPv6b"", ""RSPv2/3"", ""RSPv5"", ""RSPv6a"")",WT,mPFF,F,pSyn,4.88E-06,0,4.88E-06,0
IM 339,"c(430, 622, 687, 542, 590)",0.3,left,RSPv,"c(""RSPv2/3"", ""RSPv6b"", ""RSPv5"", ""RSPv1"", ""RSPv6a"")",WT,mPFF,M,pSyn,0.000279689,0,0.000279689,0
IM 342,"c(430, 590, 622, 542, 687)",0.3,left,RSPv,"c(""RSPv2/3"", ""RSPv6a"", ""RSPv6b"", ""RSPv1"", ""RSPv5"")",WT,mPFF,F,pSyn,0.000126374,0,0.000126374,0
IM 332,262,0.3,left,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,262,0.3,left,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 339,262,0.3,left,RT,RT,WT,mPFF,M,pSyn,0.017505631,0,0.017505631,0
IM 342,262,0.3,left,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,863,0.3,left,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 335,863,0.3,left,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 339,863,0.3,left,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 342,863,0.3,left,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 332,271,0.3,left,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,271,0.3,left,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 339,271,0.3,left,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 342,271,0.3,left,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(17, 42, 26, 10)",0.3,left,SCm,"c(""SCiw"", ""SCdw"", ""SCdg"", ""SCig"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(17, 26, 42, 10)",0.3,left,SCm,"c(""SCiw"", ""SCdg"", ""SCdw"", ""SCig"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(10, 17, 42, 26)",0.3,left,SCm,"c(""SCig"", ""SCiw"", ""SCdw"", ""SCdg"")",WT,mPFF,M,pSyn,2.96E-06,0,2.96E-06,0
IM 342,"c(42, 17, 26, 10)",0.3,left,SCm,"c(""SCdw"", ""SCiw"", ""SCdg"", ""SCig"")",WT,mPFF,F,pSyn,3.76E-06,0,3.76E-06,0
IM 332,599626923,0.3,left,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 335,599626923,0.3,left,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 339,599626923,0.3,left,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 342,599626923,0.3,left,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 332,326,0.3,left,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 335,326,0.3,left,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 339,326,0.3,left,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 342,326,0.3,left,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(842, 834, 851)",0.3,left,SCs,"c(""SCsg"", ""SCzo"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(834, 851, 842)",0.3,left,SCs,"c(""SCzo"", ""SCop"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(851, 834, 842)",0.3,left,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,M,pSyn,0,0,0,0
