mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 331,"c(974, 950, 657, 878, 2, 1102)",0.2,left,SSp-m,"c(""SSp-m5"", ""SSp-m4"", ""SSp-m2/3"", ""SSp-m1"", ""SSp-m6b"", ""SSp-m6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(974, 950, 1102, 2, 878, 657)",0.2,left,SSp-m,"c(""SSp-m5"", ""SSp-m4"", ""SSp-m6a"", ""SSp-m6b"", ""SSp-m1"", ""SSp-m2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(657, 878, 974, 950, 2, 1102)",0.2,left,SSp-m,"c(""SSp-m2/3"", ""SSp-m1"", ""SSp-m5"", ""SSp-m4"", ""SSp-m6b"", ""SSp-m6a"")",WT,mPFF,M,pSyn,0.000257746,0,0.000257746,0
IM 341,"c(2, 657, 950, 878, 974, 1102)",0.2,left,SSp-m,"c(""SSp-m6b"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m1"", ""SSp-m5"", ""SSp-m6a"")",WT,mPFF,F,pSyn,0.00016368,0,0.00016368,0
IM 331,"c(1111, 461, 9, 1086, 670, 1006)",0.2,left,SSp-tr,"c(""SSp-tr5"", ""SSp-tr6b"", ""SSp-tr6a"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr1"")",WT,mPFF,M,pSyn,2.15E-05,0,2.15E-05,0
IM 334,"c(670, 1086, 461, 1006, 1111, 9)",0.2,left,SSp-tr,"c(""SSp-tr2/3"", ""SSp-tr4"", ""SSp-tr6b"", ""SSp-tr1"", ""SSp-tr5"", ""SSp-tr6a"")",WT,mPFF,F,pSyn,3.38E-05,0,3.38E-05,0
IM 338,"c(1086, 1111, 9, 670, 461, 1006)",0.2,left,SSp-tr,"c(""SSp-tr4"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr2/3"", ""SSp-tr6b"", ""SSp-tr1"")",WT,mPFF,M,pSyn,8.62E-05,0,8.62E-05,0
IM 341,"c(1111, 1006, 1086, 670, 461, 9)",0.2,left,SSp-tr,"c(""SSp-tr5"", ""SSp-tr1"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr6b"", ""SSp-tr6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(945, 854, 450, 625, 577, 1026)",0.2,left,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul2/3"", ""SSp-ul1"", ""SSp-ul5"", ""SSp-ul4"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(450, 577, 1026, 854, 945, 625)",0.2,left,SSp-ul,"c(""SSp-ul1"", ""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(625, 1026, 577, 945, 854, 450)",0.2,left,SSp-ul,"c(""SSp-ul5"", ""SSp-ul6b"", ""SSp-ul4"", ""SSp-ul6a"", ""SSp-ul2/3"", ""SSp-ul1"")",WT,mPFF,M,pSyn,2.21E-05,0,2.21E-05,0
IM 341,"c(854, 577, 1026, 625, 450, 945)",0.2,left,SSp-ul,"c(""SSp-ul2/3"", ""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul1"", ""SSp-ul6a"")",WT,mPFF,F,pSyn,0.000151679,0,0.000151679,0
IM 331,"c(182305697, 182305693, 182305709, 182305705, 182305713, 182305701)",0.2,left,SSp-un,"c(""SSp-un2/3"", ""SSp-un1"", ""SSp-un6a"", ""SSp-un5"", ""SSp-un6b"", ""SSp-un4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(182305705, 182305701, 182305713, 182305709)",0.2,left,SSp-un,"c(""SSp-un5"", ""SSp-un4"", ""SSp-un6b"", ""SSp-un6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(182305697, 182305705, 182305701, 182305713, 182305693, 182305709)",0.2,left,SSp-un,"c(""SSp-un2/3"", ""SSp-un5"", ""SSp-un4"", ""SSp-un6b"", ""SSp-un1"", ""SSp-un6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(182305693, 182305697, 182305713, 182305705, 182305709, 182305701)",0.2,left,SSp-un,"c(""SSp-un1"", ""SSp-un2/3"", ""SSp-un6b"", ""SSp-un5"", ""SSp-un6a"", ""SSp-un4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1090, 873, 1035, 806, 893, 862)",0.2,left,SSs,"c(""SSs5"", ""SSs1"", ""SSs4"", ""SSs2/3"", ""SSs6b"", ""SSs6a"")",WT,mPFF,M,pSyn,6.20E-05,0,6.20E-05,0
IM 334,"c(1035, 893, 873, 862, 806, 1090)",0.2,left,SSs,"c(""SSs4"", ""SSs6b"", ""SSs1"", ""SSs6a"", ""SSs2/3"", ""SSs5"")",WT,mPFF,F,pSyn,2.31E-05,0,2.31E-05,0
IM 338,"c(873, 1035, 893, 862, 1090, 806)",0.2,left,SSs,"c(""SSs1"", ""SSs4"", ""SSs6b"", ""SSs6a"", ""SSs5"", ""SSs2/3"")",WT,mPFF,M,pSyn,0.00012432,0,0.00012432,0
IM 341,"c(1090, 873, 1035, 862, 806, 893)",0.2,left,SSs,"c(""SSs5"", ""SSs1"", ""SSs4"", ""SSs6a"", ""SSs2/3"", ""SSs6b"")",WT,mPFF,F,pSyn,0.000480294,0,0.000480294,0
IM 331,301,0.2,left,st,st,WT,mPFF,M,pSyn,0.005189031,0,0.005189031,0
IM 334,301,0.2,left,st,st,WT,mPFF,F,pSyn,0,0,0,0
IM 338,301,0.2,left,st,st,WT,mPFF,M,pSyn,0.006442875,0,0.006442875,0
IM 341,301,0.2,left,st,st,WT,mPFF,F,pSyn,0.004044745,0,0.004044745,0
IM 331,484682528,0.2,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682528,0.2,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,484682528,0.2,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,484682528,0.2,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,470,0.2,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,470,0.2,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,470,0.2,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,470,0.2,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,477,0.2,left,STR,STR,WT,mPFF,M,pSyn,0.000105627,0,0.000105627,0
IM 334,477,0.2,left,STR,STR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,477,0.2,left,STR,STR,WT,mPFF,M,pSyn,0.00037104,0,0.00037104,0
IM 341,477,0.2,left,STR,STR,WT,mPFF,F,pSyn,1.12E-05,0,1.12E-05,0
IM 331,614454277,0.2,left,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 334,614454277,0.2,left,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 338,614454277,0.2,left,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 331,502,0.2,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 334,502,0.2,left,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 338,502,0.2,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 341,502,0.2,left,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 334,321,0.2,left,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,321,0.2,left,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 331,525,0.2,left,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 334,525,0.2,left,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 338,525,0.2,left,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 331,349,0.2,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 334,349,0.2,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 338,349,0.2,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 341,349,0.2,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 331,229,0.2,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 334,229,0.2,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 338,229,0.2,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 341,229,0.2,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1127, 97, 289, 786, 234, 729)",0.2,left,TEa,"c(""TEa2/3"", ""TEa1"", ""TEa5"", ""TEa6b"", ""TEa4"", ""TEa6a"")",WT,mPFF,M,pSyn,2.99E-05,0,2.99E-05,0
IM 334,"c(786, 97, 729, 234, 289, 1127)",0.2,left,TEa,"c(""TEa6b"", ""TEa1"", ""TEa6a"", ""TEa4"", ""TEa5"", ""TEa2/3"")",WT,mPFF,F,pSyn,9.98E-06,0,9.98E-06,0
IM 338,"c(786, 729, 289, 97, 1127, 234)",0.2,left,TEa,"c(""TEa6b"", ""TEa6a"", ""TEa5"", ""TEa1"", ""TEa2/3"", ""TEa4"")",WT,mPFF,M,pSyn,5.92E-05,0,5.92E-05,0
IM 341,"c(97, 1127, 729, 786, 289, 234)",0.2,left,TEa,"c(""TEa1"", ""TEa2/3"", ""TEa6a"", ""TEa6b"", ""TEa5"", ""TEa4"")",WT,mPFF,F,pSyn,0.000118632,0,0.000118632,0
IM 331,549,0.2,left,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,549,0.2,left,TH,TH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,549,0.2,left,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,549,0.2,left,TH,TH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1,0.2,left,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1,0.2,left,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(1, 1126)",0.2,left,TM,"c(""TMv"", ""TMd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,566,0.2,left,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 334,566,0.2,left,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,566,0.2,left,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 331,574,0.2,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,574,0.2,left,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,574,0.2,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,574,0.2,left,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1043,0.2,left,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1043,0.2,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1043,0.2,left,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1043,0.2,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(605, 597)",0.2,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,1.03E-05,0,1.03E-05,0
IM 334,"c(597, 605)",0.2,left,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(597, 605)",0.2,left,TT,"c(""TTd"", ""TTv"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(605, 597)",0.2,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,4.84E-05,0,4.84E-05,0
IM 331,614,0.2,left,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 334,614,0.2,left,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 338,614,0.2,left,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 341,614,0.2,left,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 331,629,0.2,left,VAL,VAL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,629,0.2,left,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,629,0.2,left,VAL,VAL,WT,mPFF,M,pSyn,0,0,0,0
IM 341,629,0.2,left,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(312782554, 312782562, 312782550, 312782558, 312782570, 312782566)",0.2,left,VISa,"c(""VISa2/3"", ""VISa5"", ""VISa1"", ""VISa4"", ""VISa6b"", ""VISa6a"")",WT,mPFF,M,pSyn,1.26E-05,0,1.26E-05,0
IM 334,"c(312782550, 312782558, 312782562, 312782554, 312782566, 312782570)",0.2,left,VISa,"c(""VISa1"", ""VISa4"", ""VISa5"", ""VISa2/3"", ""VISa6a"", ""VISa6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782554, 312782550, 312782562, 312782570, 312782566, 312782558)",0.2,left,VISa,"c(""VISa2/3"", ""VISa1"", ""VISa5"", ""VISa6b"", ""VISa6a"", ""VISa4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782570, 312782566, 312782562, 312782558, 312782554, 312782550)",0.2,left,VISa,"c(""VISa6b"", ""VISa6a"", ""VISa5"", ""VISa4"", ""VISa2/3"", ""VISa1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1074, 601, 649, 233, 1114, 905)",0.2,left,VISal,"c(""VISal1"", ""VISal6a"", ""VISal6b"", ""VISal5"", ""VISal4"", ""VISal2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(649, 1074, 1114, 233, 601, 905)",0.2,left,VISal,"c(""VISal6b"", ""VISal1"", ""VISal4"", ""VISal5"", ""VISal6a"", ""VISal2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(601, 649, 1074, 233, 905, 1114)",0.2,left,VISal,"c(""VISal6a"", ""VISal6b"", ""VISal1"", ""VISal5"", ""VISal2/3"", ""VISal4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(1046, 441, 281, 1066, 401, 433)",0.2,left,VISam,"c(""VISam6a"", ""VISam6b"", ""VISam1"", ""VISam2/3"", ""VISam4"", ""VISam5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(433, 1046, 1066, 401, 281, 441)",0.2,left,VISam,"c(""VISam5"", ""VISam6a"", ""VISam2/3"", ""VISam4"", ""VISam1"", ""VISam6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(441, 433, 1046, 281, 401, 1066)",0.2,left,VISam,"c(""VISam6b"", ""VISam5"", ""VISam6a"", ""VISam1"", ""VISam4"", ""VISam2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(441, 1066, 433, 281, 401, 1046)",0.2,left,VISam,"c(""VISam6b"", ""VISam2/3"", ""VISam5"", ""VISam1"", ""VISam4"", ""VISam6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1058, 857, 897, 1010, 849, 1106)",0.2,left,VISC,"c(""VISC5"", ""VISC6a"", ""VISC1"", ""VISC4"", ""VISC6b"", ""VISC2/3"")",WT,mPFF,M,pSyn,0.000100887,0,0.000100887,0
IM 334,"c(897, 1058, 1010, 1106, 857, 849)",0.2,left,VISC,"c(""VISC1"", ""VISC5"", ""VISC4"", ""VISC2/3"", ""VISC6a"", ""VISC6b"")",WT,mPFF,F,pSyn,2.11E-05,0,2.11E-05,0
IM 338,"c(849, 897, 1058, 1010, 1106, 857)",0.2,left,VISC,"c(""VISC6b"", ""VISC1"", ""VISC5"", ""VISC4"", ""VISC2/3"", ""VISC6a"")",WT,mPFF,M,pSyn,0.000496586,0,0.000496586,0
IM 341,"c(1010, 897, 849, 1106, 1058, 857)",0.2,left,VISC,"c(""VISC4"", ""VISC1"", ""VISC6b"", ""VISC2/3"", ""VISC5"", ""VISC6a"")",WT,mPFF,F,pSyn,0.000547434,0,0.000547434,0
IM 331,"c(421, 74, 973, 573, 121, 613)",0.2,left,VISl,"c(""VISl1"", ""VISl6a"", ""VISl2/3"", ""VISl4"", ""VISl6b"", ""VISl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(74, 613, 421, 973, 573)",0.2,left,VISl,"c(""VISl6a"", ""VISl5"", ""VISl1"", ""VISl2/3"", ""VISl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(613, 421, 573, 973)",0.2,left,VISl,"c(""VISl5"", ""VISl1"", ""VISl4"", ""VISl2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(613, 573, 973, 421, 121, 74)",0.2,left,VISl,"c(""VISl5"", ""VISl4"", ""VISl2/3"", ""VISl1"", ""VISl6b"", ""VISl6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(312782590, 312782586, 312782582, 312782578)",0.2,left,VISli,"c(""VISli5"", ""VISli4"", ""VISli2/3"", ""VISli1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782586, 312782582, 312782590, 312782578)",0.2,left,VISli,"c(""VISli4"", ""VISli2/3"", ""VISli5"", ""VISli1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782578, 312782582)",0.2,left,VISli,"c(""VISli1"", ""VISli2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782578, 312782590, 312782586, 312782582)",0.2,left,VISli,"c(""VISli1"", ""VISli5"", ""VISli4"", ""VISli2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(33, 305, 593, 821, 778, 721)",0.2,left,VISp,"c(""VISp6a"", ""VISp6b"", ""VISp1"", ""VISp2/3"", ""VISp5"", ""VISp4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(593, 305, 33, 821, 778, 721)",0.2,left,VISp,"c(""VISp1"", ""VISp6b"", ""VISp6a"", ""VISp2/3"", ""VISp5"", ""VISp4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(778, 305, 33, 593, 721, 821)",0.2,left,VISp,"c(""VISp5"", ""VISp6b"", ""VISp6a"", ""VISp1"", ""VISp4"", ""VISp2/3"")",WT,mPFF,M,pSyn,2.53E-06,0,2.53E-06,0
IM 341,"c(593, 778, 721, 821, 33, 305)",0.2,left,VISp,"c(""VISp1"", ""VISp5"", ""VISp4"", ""VISp2/3"", ""VISp6a"", ""VISp6b"")",WT,mPFF,F,pSyn,0.0003061,0,0.0003061,0
IM 331,"c(377, 393, 902)",0.2,left,VISpl,"c(""VISpl6a"", ""VISpl6b"", ""VISpl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(377, 902, 869, 393)",0.2,left,VISpl,"c(""VISpl6a"", ""VISpl5"", ""VISpl4"", ""VISpl6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(902, 377, 393, 869)",0.2,left,VISpl,"c(""VISpl5"", ""VISpl6a"", ""VISpl6b"", ""VISpl4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(869, 377, 393, 269, 902)",0.2,left,VISpl,"c(""VISpl4"", ""VISpl6a"", ""VISpl6b"", ""VISpl2/3"", ""VISpl5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(501, 565, 41, 257, 805, 469)",0.2,left,VISpm,"c(""VISpm4"", ""VISpm5"", ""VISpm2/3"", ""VISpm6a"", ""VISpm1"", ""VISpm6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(257, 565, 501, 469, 41, 805)",0.2,left,VISpm,"c(""VISpm6a"", ""VISpm5"", ""VISpm4"", ""VISpm6b"", ""VISpm2/3"", ""VISpm1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(805, 501, 257, 41, 565, 469)",0.2,left,VISpm,"c(""VISpm1"", ""VISpm4"", ""VISpm6a"", ""VISpm2/3"", ""VISpm5"", ""VISpm6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(312782640, 312782636, 312782644, 312782648, 312782652, 312782632)",0.2,left,VISpor,"c(""VISpor4"", ""VISpor2/3"", ""VISpor5"", ""VISpor6a"", ""VISpor6b"", ""VISpor1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782636, 312782652, 312782632, 312782648, 312782644, 312782640)",0.2,left,VISpor,"c(""VISpor2/3"", ""VISpor6b"", ""VISpor1"", ""VISpor6a"", ""VISpor5"", ""VISpor4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(312782636, 312782640, 312782632, 312782644, 312782652, 312782648)",0.2,left,VISpor,"c(""VISpor2/3"", ""VISpor4"", ""VISpor1"", ""VISpor5"", ""VISpor6b"", ""VISpor6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782648, 312782640, 312782644, 312782632, 312782652, 312782636)",0.2,left,VISpor,"c(""VISpor6a"", ""VISpor4"", ""VISpor5"", ""VISpor1"", ""VISpor6b"", ""VISpor2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(312782620, 312782608, 312782616, 312782604, 312782624, 312782612)",0.2,left,VISrl,"c(""VISrl6a"", ""VISrl2/3"", ""VISrl5"", ""VISrl1"", ""VISrl6b"", ""VISrl4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(312782620, 312782612, 312782624, 312782604, 312782608, 312782616)",0.2,left,VISrl,"c(""VISrl6a"", ""VISrl4"", ""VISrl6b"", ""VISrl1"", ""VISrl2/3"", ""VISrl5"")",WT,mPFF,F,pSyn,0.000976821,0,0.000976821,0
IM 338,"c(312782624, 312782612, 312782608, 312782616, 312782620, 312782604)",0.2,left,VISrl,"c(""VISrl6b"", ""VISrl4"", ""VISrl2/3"", ""VISrl5"", ""VISrl6a"", ""VISrl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(312782624, 312782612, 312782604, 312782616, 312782620, 312782608)",0.2,left,VISrl,"c(""VISrl6b"", ""VISrl4"", ""VISrl1"", ""VISrl5"", ""VISrl6a"", ""VISrl2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,685,0.2,left,VM,VM,WT,mPFF,M,pSyn,0.000249435,0,0.000249435,0
IM 334,685,0.2,left,VM,VM,WT,mPFF,F,pSyn,1.64E-05,0,1.64E-05,0
IM 338,685,0.2,left,VM,VM,WT,mPFF,M,pSyn,0,0,0,0
IM 341,685,0.2,left,VM,VM,WT,mPFF,F,pSyn,1.10E-05,0,1.10E-05,0
IM 331,693,0.2,left,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,693,0.2,left,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,693,0.2,left,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,693,0.2,left,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(741, 725)",0.2,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,M,pSyn,0.000455341,0,0.000455341,0
IM 334,"c(741, 725)",0.2,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(725, 741)",0.2,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(725, 741)",0.2,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,718,0.2,left,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,718,0.2,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,718,0.2,left,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM 341,718,0.2,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,733,0.2,left,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM 334,733,0.2,left,VPM,VPM,WT,mPFF,F,pSyn,0,0,0,0
IM 338,733,0.2,left,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM 341,733,0.2,left,VPM,VPM,WT,mPFF,F,pSyn,5.78E-06,0,5.78E-06,0
IM 331,749,0.2,left,VTA,VTA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,749,0.2,left,VTA,VTA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,749,0.2,left,VTA,VTA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,560581559,0.2,left,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM 334,560581559,0.2,left,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM 338,560581559,0.2,left,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM 341,560581559,0.2,left,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM 331,797,0.2,left,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM 334,797,0.2,left,ZI,ZI,WT,mPFF,F,pSyn,0,0,0,0
IM 338,797,0.2,left,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM 341,797,0.2,left,ZI,ZI,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(211, 927, 935, 919, 1015)",0.2,right,ACAd,"c(""ACAd2/3"", ""ACAd6b"", ""ACAd1"", ""ACAd6a"", ""ACAd5"")",WT,mPFF,M,pSyn,0.000187314,0,0.000187314,0
IM 334,"c(935, 927, 919, 1015, 211)",0.2,right,ACAd,"c(""ACAd1"", ""ACAd6b"", ""ACAd6a"", ""ACAd5"", ""ACAd2/3"")",WT,mPFF,F,pSyn,0.001128534,0,0.001128534,0
IM 338,"c(1015, 935, 211, 927, 919)",0.2,right,ACAd,"c(""ACAd5"", ""ACAd1"", ""ACAd2/3"", ""ACAd6b"", ""ACAd6a"")",WT,mPFF,M,pSyn,0.002077793,0,0.002077793,0
IM 341,"c(211, 1015, 935, 919, 927)",0.2,right,ACAd,"c(""ACAd2/3"", ""ACAd5"", ""ACAd1"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,0.001907437,0,0.001907437,0
IM 331,"c(772, 810, 819, 588, 296)",0.2,right,ACAv,"c(""ACAv5"", ""ACAv6a"", ""ACAv6b"", ""ACAv1"", ""ACAv2/3"")",WT,mPFF,M,pSyn,1.56E-05,0,1.56E-05,0
IM 334,"c(296, 819, 588, 772, 810)",0.2,right,ACAv,"c(""ACAv2/3"", ""ACAv6b"", ""ACAv1"", ""ACAv5"", ""ACAv6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(296, 772, 819, 588, 810)",0.2,right,ACAv,"c(""ACAv2/3"", ""ACAv5"", ""ACAv6b"", ""ACAv1"", ""ACAv6a"")",WT,mPFF,M,pSyn,0.001232499,0,0.001232499,0
IM 341,"c(296, 588, 772, 810, 819)",0.2,right,ACAv,"c(""ACAv2/3"", ""ACAv1"", ""ACAv5"", ""ACAv6a"", ""ACAv6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,56,0.2,right,ACB,ACB,WT,mPFF,M,pSyn,0.001112727,0,0.001112727,0
IM 334,56,0.2,right,ACB,ACB,WT,mPFF,F,pSyn,0.001464811,0,0.001464811,0
IM 338,56,0.2,right,ACB,ACB,WT,mPFF,M,pSyn,0.000402006,0,0.000402006,0
IM 341,56,0.2,right,ACB,ACB,WT,mPFF,F,pSyn,0.00053119,0,0.00053119,0
IM 334,88,0.2,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,88,0.2,right,AHN,AHN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,88,0.2,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
