mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 338,"c(608, 1125, 288)",0.2,right,ORBvl,"c(""ORBvl6a"", ""ORBvl5"", ""ORBvl2/3"")",WT,mPFF,M,pSyn,0.000502953,0,0.000502953,0
IM 341,"c(1125, 608, 288)",0.2,right,ORBvl,"c(""ORBvl5"", ""ORBvl6a"", ""ORBvl2/3"")",WT,mPFF,F,pSyn,0.002829328,0,0.002829328,0
IM 331,754,0.2,right,OT,OT,WT,mPFF,M,pSyn,0.003689811,0,0.003689811,0
IM 334,754,0.2,right,OT,OT,WT,mPFF,F,pSyn,0.004815108,0,0.004815108,0
IM 338,754,0.2,right,OT,OT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,754,0.2,right,OT,OT,WT,mPFF,F,pSyn,8.73E-05,0,8.73E-05,0
IM 331,771,0.2,right,P,P,WT,mPFF,M,pSyn,0.0001125,0,0.0001125,0
IM 334,771,0.2,right,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 338,771,0.2,right,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM 341,771,0.2,right,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 331,780,0.2,right,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,780,0.2,right,PA,PA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,780,0.2,right,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,606826663,0.2,right,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 334,606826663,0.2,right,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 338,606826663,0.2,right,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 331,788,0.2,right,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,788,0.2,right,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,788,0.2,right,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM 341,788,0.2,right,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM 331,795,0.2,right,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,795,0.2,right,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,795,0.2,right,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,795,0.2,right,PAG,PAG,WT,mPFF,F,pSyn,0.000149757,0,0.000149757,0
IM 331,803,0.2,right,PAL,PAL,WT,mPFF,M,pSyn,0.000213972,0,0.000213972,0
IM 334,803,0.2,right,PAL,PAL,WT,mPFF,F,pSyn,0.000882644,0,0.000882644,0
IM 338,803,0.2,right,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 341,803,0.2,right,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1031, 1022)",0.2,right,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,M,pSyn,0.001809222,0,0.001809222,0
IM 334,"c(1022, 1031)",0.2,right,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,0.000280701,0,0.000280701,0
IM 338,"c(1031, 1022)",0.2,right,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(1031, 1022)",0.2,right,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,0.000898872,0,0.000898872,0
IM 331,843,0.2,right,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM 334,843,0.2,right,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,843,0.2,right,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,843,0.2,right,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,874,0.2,right,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,874,0.2,right,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,874,0.2,right,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,874,0.2,right,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,158,0.2,right,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,158,0.2,right,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,158,0.2,right,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 338,549009223,0.2,right,PC5,PC5,WT,mPFF,M,pSyn,0,0,0,0
IM 331,907,0.2,right,PCN,PCN,WT,mPFF,M,pSyn,0.001481673,0,0.001481673,0
IM 334,907,0.2,right,PCN,PCN,WT,mPFF,F,pSyn,0.000200127,0,0.000200127,0
IM 338,907,0.2,right,PCN,PCN,WT,mPFF,M,pSyn,0.00071759,0,0.00071759,0
IM 341,907,0.2,right,PCN,PCN,WT,mPFF,F,pSyn,0.00059951,0,0.00059951,0
IM 331,576073704,0.2,right,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 334,576073704,0.2,right,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,576073704,0.2,right,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 341,576073704,0.2,right,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(692, 888, 540, 368, 335)",0.2,right,PERI,"c(""PERI5"", ""PERI2/3"", ""PERI1"", ""PERI6b"", ""PERI6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(888, 540, 335, 692, 368)",0.2,right,PERI,"c(""PERI2/3"", ""PERI1"", ""PERI6a"", ""PERI5"", ""PERI6b"")",WT,mPFF,F,pSyn,2.56E-05,0,2.56E-05,0
IM 338,"c(540, 888, 692, 335, 368)",0.2,right,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,2.14E-05,0,2.14E-05,0
IM 341,"c(692, 888, 540, 335, 368)",0.2,right,PERI,"c(""PERI5"", ""PERI2/3"", ""PERI1"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,0.000734166,0,0.000734166,0
IM 331,930,0.2,right,PF,PF,WT,mPFF,M,pSyn,0.001154079,0,0.001154079,0
IM 334,930,0.2,right,PF,PF,WT,mPFF,F,pSyn,0.001287805,0,0.001287805,0
IM 338,930,0.2,right,PF,PF,WT,mPFF,M,pSyn,0.000405567,0,0.000405567,0
IM 341,930,0.2,right,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM 331,931,0.2,right,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,931,0.2,right,PG,PG,WT,mPFF,F,pSyn,0.000120234,0,0.000120234,0
IM 338,931,0.2,right,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,931,0.2,right,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,946,0.2,right,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,946,0.2,right,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,946,0.2,right,PH,PH,WT,mPFF,M,pSyn,4.57E-05,0,4.57E-05,0
IM 341,946,0.2,right,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,560581563,0.2,right,PIL,PIL,WT,mPFF,M,pSyn,0.001629827,0,0.001629827,0
IM 334,560581563,0.2,right,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,560581563,0.2,right,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 331,961,0.2,right,PIR,PIR,WT,mPFF,M,pSyn,0,0,0,0
IM 334,961,0.2,right,PIR,PIR,WT,mPFF,F,pSyn,5.95E-05,0,5.95E-05,0
IM 338,961,0.2,right,PIR,PIR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,961,0.2,right,PIR,PIR,WT,mPFF,F,pSyn,0.000434356,0,0.000434356,0
IM 331,"c(363, 84, 304, 171)",0.2,right,PL,"c(""PL5"", ""PL6a"", ""PL2/3"", ""PL1"")",WT,mPFF,M,pSyn,0.000666552,0,0.000666552,0
IM 334,"c(363, 171, 304, 84)",0.2,right,PL,"c(""PL5"", ""PL1"", ""PL2/3"", ""PL6a"")",WT,mPFF,F,pSyn,0.000970538,0,0.000970538,0
IM 338,"c(84, 304, 171, 363)",0.2,right,PL,"c(""PL6a"", ""PL2/3"", ""PL1"", ""PL5"")",WT,mPFF,M,pSyn,0.000925349,0,0.000925349,0
IM 341,"c(304, 363, 171, 84)",0.2,right,PL,"c(""PL2/3"", ""PL5"", ""PL1"", ""PL6a"")",WT,mPFF,F,pSyn,0.002899371,0,0.002899371,0
IM 331,753,0.2,right,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 334,753,0.2,right,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 338,753,0.2,right,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 338,980,0.2,right,PMd,PMd,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1004,0.2,right,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1004,0.2,right,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1004,0.2,right,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1020,0.2,right,PO,PO,WT,mPFF,M,pSyn,0.002162111,0,0.002162111,0
IM 334,1020,0.2,right,PO,PO,WT,mPFF,F,pSyn,0.000773273,0,0.000773273,0
IM 338,1020,0.2,right,PO,PO,WT,mPFF,M,pSyn,0.001328156,0,0.001328156,0
IM 341,1020,0.2,right,PO,PO,WT,mPFF,F,pSyn,0.00350243,0,0.00350243,0
IM 331,1029,0.2,right,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1029,0.2,right,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1029,0.2,right,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1037,0.2,right,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1037,0.2,right,POST,POST,WT,mPFF,F,pSyn,0.000112183,0,0.000112183,0
IM 338,1037,0.2,right,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1037,0.2,right,POST,POST,WT,mPFF,F,pSyn,1.50E-05,0,1.50E-05,0
IM 331,563807435,0.2,right,PoT,PoT,WT,mPFF,M,pSyn,0.000346842,0,0.000346842,0
IM 334,563807435,0.2,right,PoT,PoT,WT,mPFF,F,pSyn,0.000181505,0,0.000181505,0
IM 338,563807435,0.2,right,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1044,0.2,right,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1044,0.2,right,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1052,0.2,right,PPN,PPN,WT,mPFF,M,pSyn,0.00054124,0,0.00054124,0
IM 334,1052,0.2,right,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1052,0.2,right,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1052,0.2,right,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1061,0.2,right,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1061,0.2,right,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1061,0.2,right,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1077,0.2,right,PR,PR,WT,mPFF,M,pSyn,0.000123811,0,0.000123811,0
IM 334,1077,0.2,right,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1077,0.2,right,PR,PR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1077,0.2,right,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,50,0.2,right,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM 334,50,0.2,right,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM 338,50,0.2,right,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM 341,50,0.2,right,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1084,0.2,right,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1084,0.2,right,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1084,0.2,right,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1084,0.2,right,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 331,146,0.2,right,PRNr,PRNr,WT,mPFF,M,pSyn,1.25E-05,0,1.25E-05,0
IM 334,146,0.2,right,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM 338,146,0.2,right,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM 341,146,0.2,right,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM 331,484682470,0.2,right,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682470,0.2,right,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM 338,484682470,0.2,right,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 341,356,0.2,right,PST,PST,WT,mPFF,F,pSyn,0,0,0,0
IM 331,364,0.2,right,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,364,0.2,right,PSTN,PSTN,WT,mPFF,F,pSyn,0.00141652,0,0.00141652,0
IM 338,364,0.2,right,PSTN,PSTN,WT,mPFF,M,pSyn,0.000208441,0,0.000208441,0
IM 341,364,0.2,right,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,126,0.2,right,PVR,PVp,WT,mPFF,M,pSyn,0,0,0,0
IM 338,126,0.2,right,PVR,PVp,WT,mPFF,M,pSyn,0,0,0,0
IM 331,149,0.2,right,PVT,PVT,WT,mPFF,M,pSyn,0.003062335,0,0.003062335,0
IM 334,149,0.2,right,PVT,PVT,WT,mPFF,F,pSyn,0.001908167,0,0.001908167,0
IM 338,149,0.2,right,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,149,0.2,right,PVT,PVT,WT,mPFF,F,pSyn,0.000126996,0,0.000126996,0
IM 331,118,0.2,right,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM 334,118,0.2,right,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 338,118,0.2,right,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM 341,118,0.2,right,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 331,181,0.2,right,RE,RE,WT,mPFF,M,pSyn,0,0,0,0
IM 334,181,0.2,right,RE,RE,WT,mPFF,F,pSyn,0,0,0,0
IM 338,181,0.2,right,RE,RE,WT,mPFF,M,pSyn,0,0,0,0
IM 341,181,0.2,right,RE,RE,WT,mPFF,F,pSyn,0,0,0,0
IM 331,189,0.2,right,RH,RH,WT,mPFF,M,pSyn,0.003716036,0,0.003716036,0
IM 334,189,0.2,right,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,189,0.2,right,RH,RH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,189,0.2,right,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,197,0.2,right,RL,RL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,197,0.2,right,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,214,0.2,right,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,214,0.2,right,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM 334,549009203,0.2,right,RPF,RPF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,549009203,0.2,right,RPF,RPF,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(906, 965, 279, 671, 774)",0.2,right,RSPagl,"c(""RSPagl6a"", ""RSPagl2/3"", ""RSPagl6b"", ""RSPagl1"", ""RSPagl5"")",WT,mPFF,M,pSyn,0.000200365,0,0.000200365,0
IM 334,"c(279, 774, 906, 965, 671)",0.2,right,RSPagl,"c(""RSPagl6b"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl2/3"", ""RSPagl1"")",WT,mPFF,F,pSyn,1.60E-05,0,1.60E-05,0
IM 338,"c(906, 279, 671, 774, 965)",0.2,right,RSPagl,"c(""RSPagl6a"", ""RSPagl6b"", ""RSPagl1"", ""RSPagl5"", ""RSPagl2/3"")",WT,mPFF,M,pSyn,0.000121353,0,0.000121353,0
IM 341,"c(671, 965, 279, 906, 774)",0.2,right,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl6b"", ""RSPagl6a"", ""RSPagl5"")",WT,mPFF,F,pSyn,0.000339045,0,0.000339045,0
IM 331,"c(274, 610, 442, 330, 434)",0.2,right,RSPd,"c(""RSPd6a"", ""RSPd5"", ""RSPd1"", ""RSPd6b"", ""RSPd2/3"")",WT,mPFF,M,pSyn,8.65E-05,0,8.65E-05,0
IM 334,"c(442, 274, 330, 610, 434)",0.2,right,RSPd,"c(""RSPd1"", ""RSPd6a"", ""RSPd6b"", ""RSPd5"", ""RSPd2/3"")",WT,mPFF,F,pSyn,4.54E-06,0,4.54E-06,0
IM 338,"c(330, 434, 442, 274, 610)",0.2,right,RSPd,"c(""RSPd6b"", ""RSPd2/3"", ""RSPd1"", ""RSPd6a"", ""RSPd5"")",WT,mPFF,M,pSyn,6.44E-05,0,6.44E-05,0
IM 341,"c(274, 434, 442, 330, 610)",0.2,right,RSPd,"c(""RSPd6a"", ""RSPd2/3"", ""RSPd1"", ""RSPd6b"", ""RSPd5"")",WT,mPFF,F,pSyn,5.74E-06,0,5.74E-06,0
IM 331,"c(622, 590, 542, 430, 687)",0.2,right,RSPv,"c(""RSPv6b"", ""RSPv6a"", ""RSPv1"", ""RSPv2/3"", ""RSPv5"")",WT,mPFF,M,pSyn,1.56E-05,0,1.56E-05,0
IM 334,"c(590, 542, 622, 430, 687)",0.2,right,RSPv,"c(""RSPv6a"", ""RSPv1"", ""RSPv6b"", ""RSPv2/3"", ""RSPv5"")",WT,mPFF,F,pSyn,3.90E-05,0,3.90E-05,0
IM 338,"c(622, 687, 590, 430, 542)",0.2,right,RSPv,"c(""RSPv6b"", ""RSPv5"", ""RSPv6a"", ""RSPv2/3"", ""RSPv1"")",WT,mPFF,M,pSyn,1.45E-05,0,1.45E-05,0
IM 341,"c(622, 687, 590, 542, 430)",0.2,right,RSPv,"c(""RSPv6b"", ""RSPv5"", ""RSPv6a"", ""RSPv1"", ""RSPv2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,262,0.2,right,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,262,0.2,right,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,262,0.2,right,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,262,0.2,right,RT,RT,WT,mPFF,F,pSyn,6.81E-05,0,6.81E-05,0
IM 331,863,0.2,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 334,863,0.2,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 338,863,0.2,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 341,863,0.2,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 331,271,0.2,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,271,0.2,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,271,0.2,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,271,0.2,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(42, 10, 17, 26)",0.2,right,SCm,"c(""SCdw"", ""SCig"", ""SCiw"", ""SCdg"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(26, 10, 17, 42)",0.2,right,SCm,"c(""SCdg"", ""SCig"", ""SCiw"", ""SCdw"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(10, 26, 17, 42)",0.2,right,SCm,"c(""SCig"", ""SCdg"", ""SCiw"", ""SCdw"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(26, 42, 10, 17)",0.2,right,SCm,"c(""SCdg"", ""SCdw"", ""SCig"", ""SCiw"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,599626923,0.2,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 334,599626923,0.2,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 338,599626923,0.2,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 331,326,0.2,right,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 334,326,0.2,right,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 338,326,0.2,right,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(834, 842, 851)",0.2,right,SCs,"c(""SCzo"", ""SCsg"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(851, 834, 842)",0.2,right,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(842, 851, 834)",0.2,right,SCs,"c(""SCsg"", ""SCop"", ""SCzo"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(851, 834, 842)",0.2,right,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,866,0.2,right,sctv,sctv,WT,mPFF,M,pSyn,0,0,0,0
IM 331,484682512,0.2,right,scwm,scwm,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682512,0.2,right,scwm,scwm,WT,mPFF,F,pSyn,0.0090716,0,0.0090716,0
IM 338,484682512,0.2,right,scwm,scwm,WT,mPFF,M,pSyn,0.000151181,0,0.000151181,0
IM 341,484682512,0.2,right,scwm,scwm,WT,mPFF,F,pSyn,0.000323737,0,0.000323737,0
IM 331,325,0.2,right,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,325,0.2,right,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,325,0.2,right,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 331,333,0.2,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,333,0.2,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,333,0.2,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,333,0.2,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,342,0.2,right,SI,SI,WT,mPFF,M,pSyn,0.001539661,0,0.001539661,0
IM 334,342,0.2,right,SI,SI,WT,mPFF,F,pSyn,0.002580252,0,0.002580252,0
IM 338,342,0.2,right,SI,SI,WT,mPFF,M,pSyn,0,0,0,0
IM 341,342,0.2,right,SI,SI,WT,mPFF,F,pSyn,0.000146219,0,0.000146219,0
IM 331,802,0.2,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 334,802,0.2,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 338,802,0.2,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 341,802,0.2,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 331,366,0.2,right,SMT,SMT,WT,mPFF,M,pSyn,0.001245709,0,0.001245709,0
IM 334,366,0.2,right,SMT,SMT,WT,mPFF,F,pSyn,0.000346577,0,0.000346577,0
IM 338,366,0.2,right,SMT,SMT,WT,mPFF,M,pSyn,0.000563446,0,0.000563446,0
IM 341,366,0.2,right,SMT,SMT,WT,mPFF,F,pSyn,0.000217283,0,0.000217283,0
IM 331,122,0.2,right,SOC,POR,WT,mPFF,M,pSyn,0,0,0,0
IM 338,122,0.2,right,SOC,POR,WT,mPFF,M,pSyn,0,0,0,0
IM 331,609,0.2,right,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,609,0.2,right,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,609,0.2,right,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(422, 414)",0.2,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(414, 422)",0.2,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(422, 414)",0.2,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(1070, 1062, 1038, 1047, 981, 201)",0.2,right,SSp-bfd,"c(""SSp-bfd5"", ""SSp-bfd6b"", ""SSp-bfd6a"", ""SSp-bfd4"", ""SSp-bfd1"", ""SSp-bfd2/3"")",WT,mPFF,M,pSyn,0.00043095,0,0.00043095,0
IM 334,"c(201, 981, 1047, 1070, 1062, 1038)",0.2,right,SSp-bfd,"c(""SSp-bfd2/3"", ""SSp-bfd1"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6b"", ""SSp-bfd6a"")",WT,mPFF,F,pSyn,3.07E-06,0,3.07E-06,0
IM 338,"c(1062, 201, 1038, 1047, 981, 1070)",0.2,right,SSp-bfd,"c(""SSp-bfd6b"", ""SSp-bfd2/3"", ""SSp-bfd6a"", ""SSp-bfd4"", ""SSp-bfd1"", ""SSp-bfd5"")",WT,mPFF,M,pSyn,0.000250626,0,0.000250626,0
IM 341,"c(981, 201, 1070, 1047, 1062, 1038)",0.2,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd5"", ""SSp-bfd4"", ""SSp-bfd6b"", ""SSp-bfd6a"")",WT,mPFF,F,pSyn,0.000201766,0,0.000201766,0
IM 331,"c(113, 478, 1094, 1128, 510)",0.2,right,SSp-ll,"c(""SSp-ll2/3"", ""SSp-ll6a"", ""SSp-ll4"", ""SSp-ll5"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(510, 478)",0.2,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(1128, 478, 510, 1094)",0.2,right,SSp-ll,"c(""SSp-ll5"", ""SSp-ll6a"", ""SSp-ll6b"", ""SSp-ll4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(1128, 510, 478)",0.2,right,SSp-ll,"c(""SSp-ll5"", ""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1102, 974, 2, 657, 950, 878)",0.2,right,SSp-m,"c(""SSp-m6a"", ""SSp-m5"", ""SSp-m6b"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(2, 974, 1102, 950, 657, 878)",0.2,right,SSp-m,"c(""SSp-m6b"", ""SSp-m5"", ""SSp-m6a"", ""SSp-m4"", ""SSp-m2/3"", ""SSp-m1"")",WT,mPFF,F,pSyn,9.05E-05,0,9.05E-05,0
IM 338,"c(878, 950, 974, 657, 1102, 2)",0.2,right,SSp-m,"c(""SSp-m1"", ""SSp-m4"", ""SSp-m5"", ""SSp-m2/3"", ""SSp-m6a"", ""SSp-m6b"")",WT,mPFF,M,pSyn,0.000201519,0,0.000201519,0
IM 341,"c(878, 2, 1102, 974, 657, 950)",0.2,right,SSp-m,"c(""SSp-m1"", ""SSp-m6b"", ""SSp-m6a"", ""SSp-m5"", ""SSp-m2/3"", ""SSp-m4"")",WT,mPFF,F,pSyn,0.000820721,0,0.000820721,0
