mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite Area,Inclusion per mm^2
IM 96,634,1,left,NPC,NPC,WT,mPFF,M,pSyn,0,0,0,0
IM 89,102,1,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 90,102,1,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 91,102,1,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 92,102,1,left,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM 93,102,1,left,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM 94,102,1,left,nst,nst,WT,mPFF,M,pSyn,0.000235088,0,0.000235088,0
IM 95,102,1,left,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM 96,102,1,left,nst,nst,WT,mPFF,M,pSyn,0.000110023,0,0.000110023,0
IM 89,642,1,left,NTB,NTB,WT,mPFF,F,pSyn,0,0,0,0
IM 89,698,1,left,OLF,OLF,WT,mPFF,F,pSyn,0.000636435,0,0.000636435,0
IM 90,698,1,left,OLF,OLF,WT,mPFF,F,pSyn,0.000347552,0,0.000347552,0
IM 91,698,1,left,OLF,OLF,WT,mPFF,F,pSyn,0.002551939,0,0.002551939,0
IM 92,698,1,left,OLF,OLF,WT,mPFF,F,pSyn,0.000252452,0,0.000252452,0
IM 93,698,1,left,OLF,OLF,WT,mPFF,M,pSyn,0.000431658,0,0.000431658,0
IM 94,698,1,left,OLF,OLF,WT,mPFF,M,pSyn,0.000225425,0,0.000225425,0
IM 95,698,1,left,OLF,OLF,WT,mPFF,M,pSyn,0,0,0,0
IM 96,698,1,left,OLF,OLF,WT,mPFF,M,pSyn,6.65E-05,0,6.65E-05,0
IM 89,706,1,left,OP,OP,WT,mPFF,F,pSyn,0,0,0,0
IM 91,706,1,left,OP,OP,WT,mPFF,F,pSyn,0,0,0,0
IM 92,706,1,left,OP,OP,WT,mPFF,F,pSyn,0,0,0,0
IM 93,706,1,left,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 94,706,1,left,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 95,706,1,left,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 96,706,1,left,OP,OP,WT,mPFF,M,pSyn,0,0,0,0
IM 89,125,1,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 90,125,1,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 91,125,1,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 92,125,1,left,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM 93,125,1,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 94,125,1,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 95,125,1,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 96,125,1,left,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM 89,484682520,1,left,or,or,WT,mPFF,F,pSyn,0.003641115,0,0.003641115,0
IM 90,484682520,1,left,or,or,WT,mPFF,F,pSyn,0.008281392,0,0.008281392,0
IM 91,484682520,1,left,or,or,WT,mPFF,F,pSyn,0.001030529,0,0.001030529,0
IM 92,484682520,1,left,or,or,WT,mPFF,F,pSyn,0.002324777,0,0.002324777,0
IM 93,484682520,1,left,or,or,WT,mPFF,M,pSyn,0.004169717,0,0.004169717,0
IM 94,484682520,1,left,or,or,WT,mPFF,M,pSyn,0.002403569,0,0.002403569,0
IM 95,484682520,1,left,or,or,WT,mPFF,M,pSyn,0.001792525,0,0.001792525,0
IM 96,484682520,1,left,or,or,WT,mPFF,M,pSyn,0.00042082,0,0.00042082,0
IM 89,"c(440, 630, 412, 488, 448)",1,left,ORBl,"c(""ORBl6a"", ""ORBl5"", ""ORBl2/3"", ""ORBl6b"", ""ORBl1"")",WT,mPFF,F,pSyn,0.014003154,0.004281889,0.009721265,0.680051141
IM 90,"c(412, 440, 448, 630)",1,left,ORBl,"c(""ORBl2/3"", ""ORBl6a"", ""ORBl1"", ""ORBl5"")",WT,mPFF,F,pSyn,0.023614701,0.001219671,0.02239503,0.788244925
IM 91,"c(412, 488, 630, 440)",1,left,ORBl,"c(""ORBl2/3"", ""ORBl6b"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,0.025856285,0,0.025856285,0
IM 92,"c(488, 630, 440, 412)",1,left,ORBl,"c(""ORBl6b"", ""ORBl5"", ""ORBl6a"", ""ORBl2/3"")",WT,mPFF,F,pSyn,0.006380201,0.00127604,0.005104161,0.782538392
IM 93,"c(412, 448, 440, 630)",1,left,ORBl,"c(""ORBl2/3"", ""ORBl1"", ""ORBl6a"", ""ORBl5"")",WT,mPFF,M,pSyn,0.024680896,0.007190495,0.017490401,2.129670031
IM 94,"c(448, 440, 412, 630, 488)",1,left,ORBl,"c(""ORBl1"", ""ORBl6a"", ""ORBl2/3"", ""ORBl5"", ""ORBl6b"")",WT,mPFF,M,pSyn,0.005741892,0.002379285,0.003362607,0.737630841
IM 95,"c(448, 440, 412, 630)",1,left,ORBl,"c(""ORBl1"", ""ORBl6a"", ""ORBl2/3"", ""ORBl5"")",WT,mPFF,M,pSyn,0.007395915,0,0.007395915,0
IM 96,"c(440, 448, 630, 412)",1,left,ORBl,"c(""ORBl6a"", ""ORBl1"", ""ORBl5"", ""ORBl2/3"")",WT,mPFF,M,pSyn,0.00022192,0,0.00022192,0
IM 89,"c(484, 620, 910, 582)",1,left,ORBm,"c(""ORBm1"", ""ORBm5"", ""ORBm6a"", ""ORBm2/3"")",WT,mPFF,F,pSyn,0.006270392,0,0.006270392,0
IM 90,"c(620, 484, 582, 910)",1,left,ORBm,"c(""ORBm5"", ""ORBm1"", ""ORBm2/3"", ""ORBm6a"")",WT,mPFF,F,pSyn,0.017679346,0.007309068,0.010370278,1.444890403
IM 91,"c(484, 582, 910, 620)",1,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm6a"", ""ORBm5"")",WT,mPFF,F,pSyn,0.004401951,0,0.004401951,0
IM 92,"c(484, 910, 620, 582)",1,left,ORBm,"c(""ORBm1"", ""ORBm6a"", ""ORBm5"", ""ORBm2/3"")",WT,mPFF,F,pSyn,0.003834429,0,0.003834429,0
IM 93,"c(910, 484, 582, 620)",1,left,ORBm,"c(""ORBm6a"", ""ORBm1"", ""ORBm2/3"", ""ORBm5"")",WT,mPFF,M,pSyn,0.017952121,0,0.017952121,0
IM 94,"c(910, 620, 484, 582)",1,left,ORBm,"c(""ORBm6a"", ""ORBm5"", ""ORBm1"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0.002808935,0,0.002808935,0
IM 95,"c(620, 910, 484, 582)",1,left,ORBm,"c(""ORBm5"", ""ORBm6a"", ""ORBm1"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0.007381435,0,0.007381435,0
IM 96,"c(620, 910, 484, 582)",1,left,ORBm,"c(""ORBm5"", ""ORBm6a"", ""ORBm1"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0.001146814,0,0.001146814,0
IM 89,"c(608, 288, 1125)",1,left,ORBvl,"c(""ORBvl6a"", ""ORBvl2/3"", ""ORBvl5"")",WT,mPFF,F,pSyn,0.015076022,0.011062495,0.004013527,2.833616295
IM 90,"c(1125, 608, 288)",1,left,ORBvl,"c(""ORBvl5"", ""ORBvl6a"", ""ORBvl2/3"")",WT,mPFF,F,pSyn,0.02278062,0.005561559,0.017219061,1.66284607
IM 91,"c(680, 1125, 608, 288)",1,left,ORBvl,"c(""ORBvl6b"", ""ORBvl5"", ""ORBvl6a"", ""ORBvl2/3"")",WT,mPFF,F,pSyn,0.013196236,0,0.013196236,0
IM 92,"c(1125, 288, 680, 608)",1,left,ORBvl,"c(""ORBvl5"", ""ORBvl2/3"", ""ORBvl6b"", ""ORBvl6a"")",WT,mPFF,F,pSyn,0.001087278,0,0.001087278,0
IM 93,"c(1125, 288, 608)",1,left,ORBvl,"c(""ORBvl5"", ""ORBvl2/3"", ""ORBvl6a"")",WT,mPFF,M,pSyn,0.011050573,0,0.011050573,0
IM 94,"c(608, 680, 288, 1125)",1,left,ORBvl,"c(""ORBvl6a"", ""ORBvl6b"", ""ORBvl2/3"", ""ORBvl5"")",WT,mPFF,M,pSyn,0.004525248,0.003058567,0.001466681,1.502739611
IM 95,"c(288, 1125, 608)",1,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,M,pSyn,0.010819943,0.001805941,0.009014002,1.319372948
IM 96,"c(1125, 288, 608)",1,left,ORBvl,"c(""ORBvl5"", ""ORBvl2/3"", ""ORBvl6a"")",WT,mPFF,M,pSyn,0.000310638,0,0.000310638,0
IM 89,754,1,left,OT,OT,WT,mPFF,F,pSyn,0.003167649,0,0.003167649,0
IM 90,754,1,left,OT,OT,WT,mPFF,F,pSyn,0.001009361,0,0.001009361,0
IM 91,754,1,left,OT,OT,WT,mPFF,F,pSyn,4.76E-05,0,4.76E-05,0
IM 92,754,1,left,OT,OT,WT,mPFF,F,pSyn,0.000527165,0,0.000527165,0
IM 93,754,1,left,OT,OT,WT,mPFF,M,pSyn,0.001322137,0,0.001322137,0
IM 94,754,1,left,OT,OT,WT,mPFF,M,pSyn,8.17E-05,0,8.17E-05,0
IM 95,754,1,left,OT,OT,WT,mPFF,M,pSyn,0.002455105,0,0.002455105,0
IM 96,754,1,left,OT,OT,WT,mPFF,M,pSyn,5.29E-05,0,5.29E-05,0
IM 89,771,1,left,P,P,WT,mPFF,F,pSyn,1.13E-05,0,1.13E-05,0
IM 90,771,1,left,P,P,WT,mPFF,F,pSyn,3.13E-05,0,3.13E-05,0
IM 91,771,1,left,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 92,771,1,left,P,P,WT,mPFF,F,pSyn,1.66E-05,0,1.66E-05,0
IM 93,771,1,left,P,P,WT,mPFF,M,pSyn,1.61E-05,0,1.61E-05,0
IM 95,771,1,left,P,P,WT,mPFF,M,pSyn,0.000184011,0,0.000184011,0
IM 96,771,1,left,P,P,WT,mPFF,M,pSyn,2.95E-05,0,2.95E-05,0
IM 89,780,1,left,PA,PA,WT,mPFF,F,pSyn,0,0,0,0
IM 90,780,1,left,PA,PA,WT,mPFF,F,pSyn,0.000269695,0,0.000269695,0
IM 91,780,1,left,PA,PA,WT,mPFF,F,pSyn,0,0,0,0
IM 92,780,1,left,PA,PA,WT,mPFF,F,pSyn,0.001739807,0,0.001739807,0
IM 93,780,1,left,PA,PA,WT,mPFF,M,pSyn,0.002784212,0,0.002784212,0
IM 94,780,1,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 95,780,1,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 96,780,1,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 89,606826663,1,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 90,606826663,1,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 91,606826663,1,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 92,606826663,1,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 93,606826663,1,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 95,606826663,1,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 96,606826663,1,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 89,788,1,left,PAA,PAA,WT,mPFF,F,pSyn,0.002955584,0,0.002955584,0
IM 90,788,1,left,PAA,PAA,WT,mPFF,F,pSyn,2.33E-05,0,2.33E-05,0
IM 91,788,1,left,PAA,PAA,WT,mPFF,F,pSyn,6.12E-05,0,6.12E-05,0
IM 92,788,1,left,PAA,PAA,WT,mPFF,F,pSyn,0.000658785,0,0.000658785,0
IM 93,788,1,left,PAA,PAA,WT,mPFF,M,pSyn,0.002265956,0,0.002265956,0
IM 94,788,1,left,PAA,PAA,WT,mPFF,M,pSyn,0.000258716,0,0.000258716,0
IM 95,788,1,left,PAA,PAA,WT,mPFF,M,pSyn,0.008209138,0,0.008209138,0
IM 96,788,1,left,PAA,PAA,WT,mPFF,M,pSyn,0.000696026,0,0.000696026,0
IM 89,795,1,left,PAG,PAG,WT,mPFF,F,pSyn,6.51E-06,0,6.51E-06,0
IM 90,795,1,left,PAG,PAG,WT,mPFF,F,pSyn,0.000145794,0,0.000145794,0
IM 91,795,1,left,PAG,PAG,WT,mPFF,F,pSyn,2.64E-05,0,2.64E-05,0
IM 92,795,1,left,PAG,PAG,WT,mPFF,F,pSyn,1.36E-05,0,1.36E-05,0
IM 93,795,1,left,PAG,PAG,WT,mPFF,M,pSyn,2.85E-05,0,2.85E-05,0
IM 94,795,1,left,PAG,PAG,WT,mPFF,M,pSyn,0.000209847,0,0.000209847,0
IM 95,795,1,left,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM 96,795,1,left,PAG,PAG,WT,mPFF,M,pSyn,0.000137774,0,0.000137774,0
IM 89,803,1,left,PAL,PAL,WT,mPFF,F,pSyn,7.35E-05,0,7.35E-05,0
IM 90,803,1,left,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 91,803,1,left,PAL,PAL,WT,mPFF,F,pSyn,6.84E-05,0,6.84E-05,0
IM 92,803,1,left,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 93,803,1,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 94,803,1,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 95,803,1,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 96,803,1,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(1031, 1022)",1,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,0,0,0,0
IM 90,"c(1022, 1031)",1,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,0,0,0,0
IM 91,"c(1031, 1022)",1,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,4.46E-05,0,4.46E-05,0
IM 92,"c(1022, 1031)",1,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,8.34E-05,0,8.34E-05,0
IM 93,"c(1031, 1022)",1,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,M,pSyn,0,0,0,0
IM 94,"c(1022, 1031)",1,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0,0,0,0
IM 95,"c(1031, 1022)",1,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,"c(1022, 1031)",1,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0.000128979,0,0.000128979,0
IM 89,843,1,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 90,843,1,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 91,843,1,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 92,843,1,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 93,843,1,left,PAR,PAR,WT,mPFF,M,pSyn,8.78E-05,0,8.78E-05,0
IM 95,843,1,left,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM 96,843,1,left,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM 89,874,1,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 90,874,1,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 91,874,1,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 92,874,1,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 93,874,1,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 95,874,1,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 96,874,1,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 89,158,1,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 90,158,1,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 91,158,1,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 92,158,1,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 93,158,1,left,pc,pc,WT,mPFF,M,pSyn,0.001013849,0,0.001013849,0
IM 94,158,1,left,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 95,158,1,left,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 96,158,1,left,pc,pc,WT,mPFF,M,pSyn,0.002485222,0,0.002485222,0
IM 89,549009223,1,left,PC5,PC5,WT,mPFF,F,pSyn,0,0,0,0
IM 89,907,1,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 90,907,1,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 91,907,1,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 92,907,1,left,PCN,PCN,WT,mPFF,F,pSyn,0.000173056,0,0.000173056,0
IM 93,907,1,left,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM 94,907,1,left,PCN,PCN,WT,mPFF,M,pSyn,0.000138809,0,0.000138809,0
IM 95,907,1,left,PCN,PCN,WT,mPFF,M,pSyn,0.00059875,0,0.00059875,0
IM 96,907,1,left,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM 89,576073704,1,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 90,576073704,1,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 91,576073704,1,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 92,576073704,1,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 93,576073704,1,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 94,576073704,1,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 95,576073704,1,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 96,576073704,1,left,PeF,PeF,WT,mPFF,M,pSyn,9.66E-05,0,9.66E-05,0
IM 89,"c(540, 888, 692, 335)",1,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,0.00523356,0,0.00523356,0
IM 90,"c(888, 368, 540, 692, 335)",1,left,PERI,"c(""PERI2/3"", ""PERI6b"", ""PERI1"", ""PERI5"", ""PERI6a"")",WT,mPFF,F,pSyn,0.040388449,0.014178322,0.026210128,4.745838025
IM 91,"c(888, 692, 335, 540, 368)",1,left,PERI,"c(""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI1"", ""PERI6b"")",WT,mPFF,F,pSyn,0.084294307,0.025432191,0.058862115,6.975114568
IM 92,"c(888, 692, 540, 335)",1,left,PERI,"c(""PERI2/3"", ""PERI5"", ""PERI1"", ""PERI6a"")",WT,mPFF,F,pSyn,0.060434593,0.028665857,0.031768736,4.010640549
IM 93,"c(692, 540, 888, 335)",1,left,PERI,"c(""PERI5"", ""PERI1"", ""PERI2/3"", ""PERI6a"")",WT,mPFF,M,pSyn,0.048250031,0.02693675,0.021313281,5.220569937
IM 94,"c(368, 335, 540, 692, 888)",1,left,PERI,"c(""PERI6b"", ""PERI6a"", ""PERI1"", ""PERI5"", ""PERI2/3"")",WT,mPFF,M,pSyn,0.040536546,0.015794338,0.024742208,2.847589332
IM 95,"c(888, 540, 692, 368, 335)",1,left,PERI,"c(""PERI2/3"", ""PERI1"", ""PERI5"", ""PERI6b"", ""PERI6a"")",WT,mPFF,M,pSyn,0.024390292,0,0.024390292,0
IM 96,"c(335, 888, 692, 540)",1,left,PERI,"c(""PERI6a"", ""PERI2/3"", ""PERI5"", ""PERI1"")",WT,mPFF,M,pSyn,0.025166002,0.005868752,0.01929725,2.089274706
IM 90,930,1,left,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM 91,930,1,left,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM 92,930,1,left,PF,PF,WT,mPFF,F,pSyn,1.06E-05,0,1.06E-05,0
IM 93,930,1,left,PF,PF,WT,mPFF,M,pSyn,0,0,0,0
IM 94,930,1,left,PF,PF,WT,mPFF,M,pSyn,0.000795588,0,0.000795588,0
IM 95,930,1,left,PF,PF,WT,mPFF,M,pSyn,0.002519266,0,0.002519266,0
IM 96,930,1,left,PF,PF,WT,mPFF,M,pSyn,0,0,0,0
IM 89,931,1,left,PG,PG,WT,mPFF,F,pSyn,0.000404945,0,0.000404945,0
IM 90,931,1,left,PG,PG,WT,mPFF,F,pSyn,2.59E-05,0,2.59E-05,0
IM 91,931,1,left,PG,PG,WT,mPFF,F,pSyn,0.000446249,0,0.000446249,0
IM 92,931,1,left,PG,PG,WT,mPFF,F,pSyn,0.000110283,0,0.000110283,0
IM 93,931,1,left,PG,PG,WT,mPFF,M,pSyn,0.000310865,0,0.000310865,0
IM 95,931,1,left,PG,PG,WT,mPFF,M,pSyn,0.000434986,0,0.000434986,0
IM 96,931,1,left,PG,PG,WT,mPFF,M,pSyn,0.000691587,0,0.000691587,0
IM 89,946,1,left,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 90,946,1,left,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 91,946,1,left,PH,PH,WT,mPFF,F,pSyn,1.46E-05,0,1.46E-05,0
IM 92,946,1,left,PH,PH,WT,mPFF,F,pSyn,0.000405461,0,0.000405461,0
IM 93,946,1,left,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 94,946,1,left,PH,PH,WT,mPFF,M,pSyn,6.61E-05,0,6.61E-05,0
IM 95,946,1,left,PH,PH,WT,mPFF,M,pSyn,3.06E-05,0,3.06E-05,0
IM 96,946,1,left,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 89,560581563,1,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 90,560581563,1,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 91,560581563,1,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 92,560581563,1,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 94,560581563,1,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 95,560581563,1,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 96,560581563,1,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 89,961,1,left,PIR,PIR,WT,mPFF,F,pSyn,0.001376724,0,0.001376724,0
IM 90,961,1,left,PIR,PIR,WT,mPFF,F,pSyn,0.000697321,0,0.000697321,0
IM 91,961,1,left,PIR,PIR,WT,mPFF,F,pSyn,0.000785805,0,0.000785805,0
IM 92,961,1,left,PIR,PIR,WT,mPFF,F,pSyn,0.000723457,0.000179991,0.000543467,0.146816283
IM 93,961,1,left,PIR,PIR,WT,mPFF,M,pSyn,0.000776593,0,0.000776593,0
IM 94,961,1,left,PIR,PIR,WT,mPFF,M,pSyn,0.000164336,0,0.000164336,0
IM 95,961,1,left,PIR,PIR,WT,mPFF,M,pSyn,0.000321731,0,0.000321731,0
IM 96,961,1,left,PIR,PIR,WT,mPFF,M,pSyn,0.000154475,0,0.000154475,0
IM 89,"c(84, 304, 171, 363)",1,left,PL,"c(""PL6a"", ""PL2/3"", ""PL1"", ""PL5"")",WT,mPFF,F,pSyn,0.046996665,0.012097952,0.034898713,3.422293103
IM 90,"c(171, 304, 84, 363)",1,left,PL,"c(""PL1"", ""PL2/3"", ""PL6a"", ""PL5"")",WT,mPFF,F,pSyn,0.065667612,0.020486104,0.045181509,6.463582331
IM 91,"c(363, 304, 84, 171)",1,left,PL,"c(""PL5"", ""PL2/3"", ""PL6a"", ""PL1"")",WT,mPFF,F,pSyn,0.055023582,0.022176949,0.032846633,10.19823631
IM 92,"c(84, 363, 304, 171)",1,left,PL,"c(""PL6a"", ""PL5"", ""PL2/3"", ""PL1"")",WT,mPFF,F,pSyn,0.030854553,0.005403903,0.02545065,2.746053119
IM 93,"c(304, 363, 171, 84)",1,left,PL,"c(""PL2/3"", ""PL5"", ""PL1"", ""PL6a"")",WT,mPFF,M,pSyn,0.045306438,0.011296373,0.034010064,6.096845933
IM 94,"c(363, 84, 304, 171)",1,left,PL,"c(""PL5"", ""PL6a"", ""PL2/3"", ""PL1"")",WT,mPFF,M,pSyn,0.028792037,0.007973351,0.020818686,2.842526631
IM 95,"c(171, 363, 304, 84)",1,left,PL,"c(""PL1"", ""PL5"", ""PL2/3"", ""PL6a"")",WT,mPFF,M,pSyn,0.038391081,0.016943555,0.021447526,3.00322579
IM 96,"c(171, 84, 363, 304)",1,left,PL,"c(""PL1"", ""PL6a"", ""PL5"", ""PL2/3"")",WT,mPFF,M,pSyn,0.021983795,0.008206811,0.013776983,0.997833769
IM 89,753,1,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 90,753,1,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 91,753,1,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 92,753,1,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 93,753,1,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 94,753,1,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 95,753,1,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 96,753,1,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 90,980,1,left,PMd,PMd,WT,mPFF,F,pSyn,0,0,0,0
IM 90,1004,1,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 91,1004,1,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 92,1004,1,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 94,1004,1,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1004,1,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 90,607344830,1,left,PN,PN,WT,mPFF,F,pSyn,0,0,0,0
IM 89,1020,1,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 90,1020,1,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 91,1020,1,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 92,1020,1,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 93,1020,1,left,PO,PO,WT,mPFF,M,pSyn,2.98E-05,0,2.98E-05,0
IM 94,1020,1,left,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1020,1,left,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM 96,1020,1,left,PO,PO,WT,mPFF,M,pSyn,9.14E-06,0,9.14E-06,0
IM 89,1029,1,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 90,1029,1,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 91,1029,1,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 92,1029,1,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 93,1029,1,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 94,1029,1,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1029,1,left,POL,POL,WT,mPFF,M,pSyn,6.03E-05,0,6.03E-05,0
IM 96,1029,1,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 89,1037,1,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM 90,1037,1,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
