mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite Area,Inclusion per mm^2
IM 94,"c(965, 671, 279, 906, 774)",1,right,RSPagl,"c(""RSPagl2/3"", ""RSPagl1"", ""RSPagl6b"", ""RSPagl6a"", ""RSPagl5"")",WT,mPFF,M,pSyn,0.008116008,0.00251328,0.005602728,0.834607404
IM 95,"c(965, 774, 906, 671, 279)",1,right,RSPagl,"c(""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl1"", ""RSPagl6b"")",WT,mPFF,M,pSyn,0.00743093,0,0.00743093,0
IM 96,"c(774, 906, 671, 279, 965)",1,right,RSPagl,"c(""RSPagl5"", ""RSPagl6a"", ""RSPagl1"", ""RSPagl6b"", ""RSPagl2/3"")",WT,mPFF,M,pSyn,0.002943842,0,0.002943842,0
IM 89,"c(442, 434, 274, 610, 330)",1,right,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd6a"", ""RSPd5"", ""RSPd6b"")",WT,mPFF,F,pSyn,0.001512835,0,0.001512835,0
IM 90,"c(442, 330, 434, 274, 610)",1,right,RSPd,"c(""RSPd1"", ""RSPd6b"", ""RSPd2/3"", ""RSPd6a"", ""RSPd5"")",WT,mPFF,F,pSyn,0.004312901,0.00105961,0.00325329,0.481211802
IM 91,"c(274, 442, 610, 434, 330)",1,right,RSPd,"c(""RSPd6a"", ""RSPd1"", ""RSPd5"", ""RSPd2/3"", ""RSPd6b"")",WT,mPFF,F,pSyn,0.001558565,0,0.001558565,0
IM 92,"c(610, 442, 274, 330, 434)",1,right,RSPd,"c(""RSPd5"", ""RSPd1"", ""RSPd6a"", ""RSPd6b"", ""RSPd2/3"")",WT,mPFF,F,pSyn,0.000538225,0,0.000538225,0
IM 93,"c(610, 434, 442, 274, 330)",1,right,RSPd,"c(""RSPd5"", ""RSPd2/3"", ""RSPd1"", ""RSPd6a"", ""RSPd6b"")",WT,mPFF,M,pSyn,0.003318531,0,0.003318531,0
IM 94,"c(330, 610, 434, 274, 442)",1,right,RSPd,"c(""RSPd6b"", ""RSPd5"", ""RSPd2/3"", ""RSPd6a"", ""RSPd1"")",WT,mPFF,M,pSyn,0.000953416,0,0.000953416,0
IM 95,"c(274, 442, 434, 610, 330)",1,right,RSPd,"c(""RSPd6a"", ""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6b"")",WT,mPFF,M,pSyn,0.002307119,0,0.002307119,0
IM 96,"c(330, 442, 610, 274, 434)",1,right,RSPd,"c(""RSPd6b"", ""RSPd1"", ""RSPd5"", ""RSPd6a"", ""RSPd2/3"")",WT,mPFF,M,pSyn,0.000748522,0,0.000748522,0
IM 89,"c(430, 687, 590, 542, 622)",1,right,RSPv,"c(""RSPv2/3"", ""RSPv5"", ""RSPv6a"", ""RSPv1"", ""RSPv6b"")",WT,mPFF,F,pSyn,0.000407361,0,0.000407361,0
IM 90,"c(430, 687, 622, 590, 542)",1,right,RSPv,"c(""RSPv2/3"", ""RSPv5"", ""RSPv6b"", ""RSPv6a"", ""RSPv1"")",WT,mPFF,F,pSyn,0.000948795,0,0.000948795,0
IM 91,"c(430, 590, 687, 622, 542)",1,right,RSPv,"c(""RSPv2/3"", ""RSPv6a"", ""RSPv5"", ""RSPv6b"", ""RSPv1"")",WT,mPFF,F,pSyn,0.000845886,0,0.000845886,0
IM 92,"c(622, 542, 590, 430, 687)",1,right,RSPv,"c(""RSPv6b"", ""RSPv1"", ""RSPv6a"", ""RSPv2/3"", ""RSPv5"")",WT,mPFF,F,pSyn,0.00047639,0,0.00047639,0
IM 93,"c(590, 622, 542, 430, 687)",1,right,RSPv,"c(""RSPv6a"", ""RSPv6b"", ""RSPv1"", ""RSPv2/3"", ""RSPv5"")",WT,mPFF,M,pSyn,0.00331883,0,0.00331883,0
IM 94,"c(687, 430, 590, 622, 542)",1,right,RSPv,"c(""RSPv5"", ""RSPv2/3"", ""RSPv6a"", ""RSPv6b"", ""RSPv1"")",WT,mPFF,M,pSyn,0.001031553,0,0.001031553,0
IM 95,"c(622, 542, 590, 430, 687)",1,right,RSPv,"c(""RSPv6b"", ""RSPv1"", ""RSPv6a"", ""RSPv2/3"", ""RSPv5"")",WT,mPFF,M,pSyn,0.000644216,0,0.000644216,0
IM 96,"c(430, 542, 687, 622, 590)",1,right,RSPv,"c(""RSPv2/3"", ""RSPv1"", ""RSPv5"", ""RSPv6b"", ""RSPv6a"")",WT,mPFF,M,pSyn,0.000329865,0,0.000329865,0
IM 89,262,1,right,RT,RT,WT,mPFF,F,pSyn,0.000618366,0,0.000618366,0
IM 90,262,1,right,RT,RT,WT,mPFF,F,pSyn,0.002144175,0,0.002144175,0
IM 91,262,1,right,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 92,262,1,right,RT,RT,WT,mPFF,F,pSyn,0.004927143,0.002993707,0.001933436,1.3099958
IM 93,262,1,right,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 94,262,1,right,RT,RT,WT,mPFF,M,pSyn,5.44E-05,0,5.44E-05,0
IM 95,262,1,right,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 96,262,1,right,RT,RT,WT,mPFF,M,pSyn,0.000182556,0,0.000182556,0
IM 89,863,1,right,rust,rust,WT,mPFF,F,pSyn,0.000859768,0,0.000859768,0
IM 90,863,1,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 91,863,1,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 92,863,1,right,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 93,863,1,right,rust,rust,WT,mPFF,M,pSyn,0.008859538,0,0.008859538,0
IM 94,863,1,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 96,863,1,right,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 89,271,1,right,SAG,SAG,WT,mPFF,F,pSyn,0.000166768,0,0.000166768,0
IM 90,271,1,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 91,271,1,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 92,271,1,right,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 93,271,1,right,SAG,SAG,WT,mPFF,M,pSyn,0.00300024,0,0.00300024,0
IM 94,271,1,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 96,271,1,right,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(10, 17, 26, 42)",1,right,SCm,"c(""SCig"", ""SCiw"", ""SCdg"", ""SCdw"")",WT,mPFF,F,pSyn,0.000551143,0,0.000551143,0
IM 90,"c(10, 42, 26, 17)",1,right,SCm,"c(""SCig"", ""SCdw"", ""SCdg"", ""SCiw"")",WT,mPFF,F,pSyn,0,0,0,0
IM 91,"c(17, 26, 10, 42)",1,right,SCm,"c(""SCiw"", ""SCdg"", ""SCig"", ""SCdw"")",WT,mPFF,F,pSyn,6.15E-06,0,6.15E-06,0
IM 92,"c(17, 42, 26, 10)",1,right,SCm,"c(""SCiw"", ""SCdw"", ""SCdg"", ""SCig"")",WT,mPFF,F,pSyn,6.00E-06,0,6.00E-06,0
IM 93,"c(42, 10, 26, 17)",1,right,SCm,"c(""SCdw"", ""SCig"", ""SCdg"", ""SCiw"")",WT,mPFF,M,pSyn,0.000126241,0,0.000126241,0
IM 94,"c(26, 10, 17, 42)",1,right,SCm,"c(""SCdg"", ""SCig"", ""SCiw"", ""SCdw"")",WT,mPFF,M,pSyn,0,0,0,0
IM 95,"c(10, 42, 26, 17)",1,right,SCm,"c(""SCig"", ""SCdw"", ""SCdg"", ""SCiw"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,"c(42, 10, 17, 26)",1,right,SCm,"c(""SCdw"", ""SCig"", ""SCiw"", ""SCdg"")",WT,mPFF,M,pSyn,0,0,0,0
IM 89,599626923,1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 90,599626923,1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 91,599626923,1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 92,599626923,1,right,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 93,599626923,1,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 94,599626923,1,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 95,599626923,1,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 96,599626923,1,right,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 89,326,1,right,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 90,326,1,right,scp,scp,WT,mPFF,F,pSyn,0.004324748,0,0.004324748,0
IM 91,326,1,right,scp,scp,WT,mPFF,F,pSyn,0.000574663,0,0.000574663,0
IM 92,326,1,right,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 94,326,1,right,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 96,326,1,right,scp,scp,WT,mPFF,M,pSyn,0.000429802,0,0.000429802,0
IM 89,"c(834, 851, 842)",1,right,SCs,"c(""SCzo"", ""SCop"", ""SCsg"")",WT,mPFF,F,pSyn,2.73E-05,0,2.73E-05,0
IM 90,"c(851, 842, 834)",1,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,F,pSyn,0,0,0,0
IM 91,"c(851, 834, 842)",1,right,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 92,"c(834, 851, 842)",1,right,SCs,"c(""SCzo"", ""SCop"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 93,"c(834, 842, 851)",1,right,SCs,"c(""SCzo"", ""SCsg"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 94,"c(842, 851, 834)",1,right,SCs,"c(""SCsg"", ""SCop"", ""SCzo"")",WT,mPFF,M,pSyn,0,0,0,0
IM 95,"c(842, 834, 851)",1,right,SCs,"c(""SCsg"", ""SCzo"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,"c(851, 834, 842)",1,right,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,M,pSyn,0,0,0,0
IM 89,866,1,right,sctv,sctv,WT,mPFF,F,pSyn,0,0,0,0
IM 90,866,1,right,sctv,sctv,WT,mPFF,F,pSyn,0,0,0,0
IM 91,866,1,right,sctv,sctv,WT,mPFF,F,pSyn,0,0,0,0
IM 94,866,1,right,sctv,sctv,WT,mPFF,M,pSyn,0,0,0,0
IM 89,484682512,1,right,scwm,scwm,WT,mPFF,F,pSyn,0.00362677,0,0.00362677,0
IM 90,484682512,1,right,scwm,scwm,WT,mPFF,F,pSyn,0.004073409,0,0.004073409,0
IM 91,484682512,1,right,scwm,scwm,WT,mPFF,F,pSyn,0.00467323,0,0.00467323,0
IM 92,484682512,1,right,scwm,scwm,WT,mPFF,F,pSyn,0.007343634,0,0.007343634,0
IM 93,484682512,1,right,scwm,scwm,WT,mPFF,M,pSyn,0.005301814,0,0.005301814,0
IM 94,484682512,1,right,scwm,scwm,WT,mPFF,M,pSyn,0.012581535,0,0.012581535,0
IM 95,484682512,1,right,scwm,scwm,WT,mPFF,M,pSyn,0.004044707,0,0.004044707,0
IM 96,484682512,1,right,scwm,scwm,WT,mPFF,M,pSyn,0.005093928,0,0.005093928,0
IM 89,325,1,right,SGN,SGN,WT,mPFF,F,pSyn,0.001975392,0,0.001975392,0
IM 90,325,1,right,SGN,SGN,WT,mPFF,F,pSyn,0.000738205,0,0.000738205,0
IM 91,325,1,right,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 92,325,1,right,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 93,325,1,right,SGN,SGN,WT,mPFF,M,pSyn,0.002968551,0,0.002968551,0
IM 94,325,1,right,SGN,SGN,WT,mPFF,M,pSyn,0.002004006,0,0.002004006,0
IM 95,325,1,right,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 96,325,1,right,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 89,333,1,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 92,333,1,right,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 93,333,1,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 94,333,1,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 95,333,1,right,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 89,342,1,right,SI,SI,WT,mPFF,F,pSyn,0.004473786,0,0.004473786,0
IM 90,342,1,right,SI,SI,WT,mPFF,F,pSyn,0.001688765,0,0.001688765,0
IM 91,342,1,right,SI,SI,WT,mPFF,F,pSyn,0.000602731,0,0.000602731,0
IM 92,342,1,right,SI,SI,WT,mPFF,F,pSyn,0.00169392,0,0.00169392,0
IM 93,342,1,right,SI,SI,WT,mPFF,M,pSyn,0.005318779,0,0.005318779,0
IM 94,342,1,right,SI,SI,WT,mPFF,M,pSyn,0.000385561,0,0.000385561,0
IM 95,342,1,right,SI,SI,WT,mPFF,M,pSyn,0.001950028,0,0.001950028,0
IM 96,342,1,right,SI,SI,WT,mPFF,M,pSyn,0.001668404,0,0.001668404,0
IM 89,802,1,right,sm,sm,WT,mPFF,F,pSyn,0.003549945,0,0.003549945,0
IM 90,802,1,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 91,802,1,right,sm,sm,WT,mPFF,F,pSyn,0.008874654,0,0.008874654,0
IM 92,802,1,right,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 93,802,1,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 94,802,1,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 95,802,1,right,sm,sm,WT,mPFF,M,pSyn,0.000796427,0,0.000796427,0
IM 96,802,1,right,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 89,366,1,right,SMT,SMT,WT,mPFF,F,pSyn,0.000552805,0,0.000552805,0
IM 90,366,1,right,SMT,SMT,WT,mPFF,F,pSyn,0,0,0,0
IM 91,366,1,right,SMT,SMT,WT,mPFF,F,pSyn,0.000709647,0,0.000709647,0
IM 92,366,1,right,SMT,SMT,WT,mPFF,F,pSyn,0.00010262,0,0.00010262,0
IM 93,366,1,right,SMT,SMT,WT,mPFF,M,pSyn,0.000461383,0,0.000461383,0
IM 94,366,1,right,SMT,SMT,WT,mPFF,M,pSyn,0.000942216,0,0.000942216,0
IM 95,366,1,right,SMT,SMT,WT,mPFF,M,pSyn,9.26E-05,0,9.26E-05,0
IM 96,366,1,right,SMT,SMT,WT,mPFF,M,pSyn,0.000181266,0,0.000181266,0
IM 89,122,1,right,SOC,POR,WT,mPFF,F,pSyn,0,0,0,0
IM 90,122,1,right,SOC,POR,WT,mPFF,F,pSyn,0,0,0,0
IM 91,122,1,right,SOC,POR,WT,mPFF,F,pSyn,0,0,0,0
IM 94,"c(122, 105)",1,right,SOC,"c(""POR"", ""SOCm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 90,609,1,right,SPA,SPA,WT,mPFF,F,pSyn,0.000208587,0,0.000208587,0
IM 91,609,1,right,SPA,SPA,WT,mPFF,F,pSyn,0.009163808,0,0.009163808,0
IM 92,609,1,right,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM 95,609,1,right,SPA,SPA,WT,mPFF,M,pSyn,0.011839458,0.011731825,0.000107633,3.014252787
IM 89,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0.000489659,0,0.000489659,0
IM 90,"c(414, 422)",1,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,F,pSyn,0.001457687,0,0.001457687,0
IM 91,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 92,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0.00081436,0,0.00081436,0
IM 93,"c(414, 422)",1,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,M,pSyn,0.000367179,0,0.000367179,0
IM 94,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,6.48E-05,0,6.48E-05,0
IM 95,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0.000447715,0,0.000447715,0
IM 96,"c(422, 414)",1,right,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(1062, 1047, 1070, 201, 981, 1038)",1,right,SSp-bfd,"c(""SSp-bfd6b"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd2/3"", ""SSp-bfd1"", ""SSp-bfd6a"")",WT,mPFF,F,pSyn,0.00139408,0,0.00139408,0
IM 90,"c(1047, 201, 1062, 1038, 1070, 981)",1,right,SSp-bfd,"c(""SSp-bfd4"", ""SSp-bfd2/3"", ""SSp-bfd6b"", ""SSp-bfd6a"", ""SSp-bfd5"", ""SSp-bfd1"")",WT,mPFF,F,pSyn,0.007217016,0,0.007217016,0
IM 91,"c(1062, 1047, 1070, 1038, 201, 981)",1,right,SSp-bfd,"c(""SSp-bfd6b"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd2/3"", ""SSp-bfd1"")",WT,mPFF,F,pSyn,0.007793623,0,0.007793623,0
IM 92,"c(1047, 981, 1038, 1062, 1070, 201)",1,right,SSp-bfd,"c(""SSp-bfd4"", ""SSp-bfd1"", ""SSp-bfd6a"", ""SSp-bfd6b"", ""SSp-bfd5"", ""SSp-bfd2/3"")",WT,mPFF,F,pSyn,0.00283031,0,0.00283031,0
IM 93,"c(1038, 1047, 981, 1070, 201, 1062)",1,right,SSp-bfd,"c(""SSp-bfd6a"", ""SSp-bfd4"", ""SSp-bfd1"", ""SSp-bfd5"", ""SSp-bfd2/3"", ""SSp-bfd6b"")",WT,mPFF,M,pSyn,0.00377862,0,0.00377862,0
IM 94,"c(201, 1070, 1038, 1062, 1047, 981)",1,right,SSp-bfd,"c(""SSp-bfd2/3"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"", ""SSp-bfd4"", ""SSp-bfd1"")",WT,mPFF,M,pSyn,0.004010749,0.000850852,0.003159898,0.481381373
IM 95,"c(1038, 981, 201, 1070, 1062, 1047)",1,right,SSp-bfd,"c(""SSp-bfd6a"", ""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd5"", ""SSp-bfd6b"", ""SSp-bfd4"")",WT,mPFF,M,pSyn,0.001368934,0,0.001368934,0
IM 96,"c(1038, 201, 981, 1062, 1047, 1070)",1,right,SSp-bfd,"c(""SSp-bfd6a"", ""SSp-bfd2/3"", ""SSp-bfd1"", ""SSp-bfd6b"", ""SSp-bfd4"", ""SSp-bfd5"")",WT,mPFF,M,pSyn,0.000148527,0,0.000148527,0
IM 89,"c(478, 510, 1128)",1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"", ""SSp-ll5"")",WT,mPFF,F,pSyn,0.005253769,0,0.005253769,0
IM 90,"c(510, 478)",1,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,F,pSyn,0.001064801,0,0.001064801,0
IM 91,"c(478, 510)",1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,F,pSyn,0.002903709,0,0.002903709,0
IM 92,"c(478, 1128, 510, 1094)",1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll5"", ""SSp-ll6b"", ""SSp-ll4"")",WT,mPFF,F,pSyn,0.003950625,0,0.003950625,0
IM 94,"c(478, 510)",1,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,0.005045275,0,0.005045275,0
IM 95,"c(510, 1128, 478)",1,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll5"", ""SSp-ll6a"")",WT,mPFF,M,pSyn,0.008807193,0,0.008807193,0
IM 96,"c(510, 478)",1,right,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"")",WT,mPFF,M,pSyn,0.006096764,0,0.006096764,0
IM 89,"c(2, 974, 1102, 657, 950, 878)",1,right,SSp-m,"c(""SSp-m6b"", ""SSp-m5"", ""SSp-m6a"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m1"")",WT,mPFF,F,pSyn,0.000216596,5.80E-05,0.000158579,0.324956055
IM 90,"c(1102, 2, 878, 657, 974, 950)",1,right,SSp-m,"c(""SSp-m6a"", ""SSp-m6b"", ""SSp-m1"", ""SSp-m2/3"", ""SSp-m5"", ""SSp-m4"")",WT,mPFF,F,pSyn,0.000146272,0,0.000146272,0
IM 91,"c(950, 2, 974, 1102, 657, 878)",1,right,SSp-m,"c(""SSp-m4"", ""SSp-m6b"", ""SSp-m5"", ""SSp-m6a"", ""SSp-m2/3"", ""SSp-m1"")",WT,mPFF,F,pSyn,0.000483738,0,0.000483738,0
IM 92,"c(950, 657, 2, 974, 878, 1102)",1,right,SSp-m,"c(""SSp-m4"", ""SSp-m2/3"", ""SSp-m6b"", ""SSp-m5"", ""SSp-m1"", ""SSp-m6a"")",WT,mPFF,F,pSyn,0.000639421,0,0.000639421,0
IM 93,"c(974, 1102, 2, 950, 878, 657)",1,right,SSp-m,"c(""SSp-m5"", ""SSp-m6a"", ""SSp-m6b"", ""SSp-m4"", ""SSp-m1"", ""SSp-m2/3"")",WT,mPFF,M,pSyn,0.001209458,0,0.001209458,0
IM 94,"c(950, 974, 657, 2, 878, 1102)",1,right,SSp-m,"c(""SSp-m4"", ""SSp-m5"", ""SSp-m2/3"", ""SSp-m6b"", ""SSp-m1"", ""SSp-m6a"")",WT,mPFF,M,pSyn,0.001697284,0.00049003,0.001207255,0.374275487
IM 95,"c(657, 950, 1102, 878, 974, 2)",1,right,SSp-m,"c(""SSp-m2/3"", ""SSp-m4"", ""SSp-m6a"", ""SSp-m1"", ""SSp-m5"", ""SSp-m6b"")",WT,mPFF,M,pSyn,9.37E-06,0,9.37E-06,0
IM 96,"c(974, 657, 878, 1102, 950, 2)",1,right,SSp-m,"c(""SSp-m5"", ""SSp-m2/3"", ""SSp-m1"", ""SSp-m6a"", ""SSp-m4"", ""SSp-m6b"")",WT,mPFF,M,pSyn,1.74E-05,0,1.74E-05,0
IM 89,"c(1006, 1111, 9, 670, 461, 1086)",1,right,SSp-tr,"c(""SSp-tr1"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr2/3"", ""SSp-tr6b"", ""SSp-tr4"")",WT,mPFF,F,pSyn,0.005038431,0.00129147,0.003746961,0.713842484
IM 90,"c(1006, 9, 1111, 1086, 670, 461)",1,right,SSp-tr,"c(""SSp-tr1"", ""SSp-tr6a"", ""SSp-tr5"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr6b"")",WT,mPFF,F,pSyn,0.010577333,0.003363747,0.007213586,1.633574774
IM 91,"c(1111, 1086, 9, 670, 1006, 461)",1,right,SSp-tr,"c(""SSp-tr5"", ""SSp-tr4"", ""SSp-tr6a"", ""SSp-tr2/3"", ""SSp-tr1"", ""SSp-tr6b"")",WT,mPFF,F,pSyn,0.015406361,0,0.015406361,0
IM 92,"c(1006, 1111, 461, 1086, 670, 9)",1,right,SSp-tr,"c(""SSp-tr1"", ""SSp-tr5"", ""SSp-tr6b"", ""SSp-tr4"", ""SSp-tr2/3"", ""SSp-tr6a"")",WT,mPFF,F,pSyn,0.012130203,0.004902769,0.007227434,2.936976071
IM 93,"c(670, 461, 1006, 1111, 1086, 9)",1,right,SSp-tr,"c(""SSp-tr2/3"", ""SSp-tr6b"", ""SSp-tr1"", ""SSp-tr5"", ""SSp-tr4"", ""SSp-tr6a"")",WT,mPFF,M,pSyn,0.023349615,0.005371208,0.017978407,1.339071935
IM 94,"c(461, 1006, 9, 1111, 1086, 670)",1,right,SSp-tr,"c(""SSp-tr6b"", ""SSp-tr1"", ""SSp-tr6a"", ""SSp-tr5"", ""SSp-tr4"", ""SSp-tr2/3"")",WT,mPFF,M,pSyn,0.01511315,0.002675534,0.012437615,0.675037823
IM 95,"c(1086, 1006, 461, 1111, 9, 670)",1,right,SSp-tr,"c(""SSp-tr4"", ""SSp-tr1"", ""SSp-tr6b"", ""SSp-tr5"", ""SSp-tr6a"", ""SSp-tr2/3"")",WT,mPFF,M,pSyn,0.006002639,0.001361621,0.004641018,0.805618946
IM 96,"c(1086, 1006, 9, 1111, 461, 670)",1,right,SSp-tr,"c(""SSp-tr4"", ""SSp-tr1"", ""SSp-tr6a"", ""SSp-tr5"", ""SSp-tr6b"", ""SSp-tr2/3"")",WT,mPFF,M,pSyn,0.005459843,0.002444822,0.003015021,0.656243147
IM 89,"c(945, 1026, 625, 854, 450, 577)",1,right,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul2/3"", ""SSp-ul1"", ""SSp-ul4"")",WT,mPFF,F,pSyn,0.000305615,0,0.000305615,0
IM 90,"c(450, 577, 854, 945, 625, 1026)",1,right,SSp-ul,"c(""SSp-ul1"", ""SSp-ul4"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul6b"")",WT,mPFF,F,pSyn,0.001155496,0,0.001155496,0
IM 91,"c(945, 577, 1026, 625, 450, 854)",1,right,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul1"", ""SSp-ul2/3"")",WT,mPFF,F,pSyn,0.001371804,0,0.001371804,0
IM 92,"c(1026, 450, 625, 854, 577, 945)",1,right,SSp-ul,"c(""SSp-ul6b"", ""SSp-ul1"", ""SSp-ul5"", ""SSp-ul2/3"", ""SSp-ul4"", ""SSp-ul6a"")",WT,mPFF,F,pSyn,0.003566278,0,0.003566278,0
IM 93,"c(450, 854, 625, 577, 1026, 945)",1,right,SSp-ul,"c(""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul5"", ""SSp-ul4"", ""SSp-ul6b"", ""SSp-ul6a"")",WT,mPFF,M,pSyn,0.00112705,0,0.00112705,0
IM 94,"c(625, 577, 450, 854, 945, 1026)",1,right,SSp-ul,"c(""SSp-ul5"", ""SSp-ul4"", ""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0.000756391,0,0.000756391,0
IM 95,"c(625, 577, 854, 1026, 450, 945)",1,right,SSp-ul,"c(""SSp-ul5"", ""SSp-ul4"", ""SSp-ul2/3"", ""SSp-ul6b"", ""SSp-ul1"", ""SSp-ul6a"")",WT,mPFF,M,pSyn,0.002627934,0,0.002627934,0
IM 96,"c(854, 1026, 625, 945, 577, 450)",1,right,SSp-ul,"c(""SSp-ul2/3"", ""SSp-ul6b"", ""SSp-ul5"", ""SSp-ul6a"", ""SSp-ul4"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0.001379442,0,0.001379442,0
IM 89,"c(182305713, 182305709, 182305705, 182305697, 182305693, 182305701)",1,right,SSp-un,"c(""SSp-un6b"", ""SSp-un6a"", ""SSp-un5"", ""SSp-un2/3"", ""SSp-un1"", ""SSp-un4"")",WT,mPFF,F,pSyn,0.003586608,0,0.003586608,0
