mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Incl per mm^2
IM333,"c(625, 854, 577, 450, 945, 1026)",0.1,left,SSp-ul,"c(""SSp-ul5"", ""SSp-ul2/3"", ""SSp-ul4"", ""SSp-ul1"", ""SSp-ul6a"", ""SSp-ul6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(577, 945, 854, 625, 1026, 450)",0.1,left,SSp-ul,"c(""SSp-ul4"", ""SSp-ul6a"", ""SSp-ul2/3"", ""SSp-ul5"", ""SSp-ul6b"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(945, 625, 450, 854, 577, 1026)",0.1,left,SSp-ul,"c(""SSp-ul6a"", ""SSp-ul5"", ""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul4"", ""SSp-ul6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(182305713, 182305709, 182305697, 182305693, 182305705, 182305701)",0.1,left,SSp-un,"c(""SSp-un6b"", ""SSp-un6a"", ""SSp-un2/3"", ""SSp-un1"", ""SSp-un5"", ""SSp-un4"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(182305697, 182305709, 182305705, 182305701, 182305713)",0.1,left,SSp-un,"c(""SSp-un2/3"", ""SSp-un6a"", ""SSp-un5"", ""SSp-un4"", ""SSp-un6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(182305701, 182305697, 182305713, 182305693, 182305709, 182305705)",0.1,left,SSp-un,"c(""SSp-un4"", ""SSp-un2/3"", ""SSp-un6b"", ""SSp-un1"", ""SSp-un6a"", ""SSp-un5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(182305709, 182305713, 182305705, 182305701)",0.1,left,SSp-un,"c(""SSp-un6a"", ""SSp-un6b"", ""SSp-un5"", ""SSp-un4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1035, 862, 893, 1090, 873, 806)",0.1,left,SSs,"c(""SSs4"", ""SSs6a"", ""SSs6b"", ""SSs5"", ""SSs1"", ""SSs2/3"")",WT,mPFF,M,pSyn,1.75E-05,0,1.75E-05,0
IM333,"c(1035, 862, 806, 893, 1090, 873)",0.1,left,SSs,"c(""SSs4"", ""SSs6a"", ""SSs2/3"", ""SSs6b"", ""SSs5"", ""SSs1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1090, 1035, 862, 806, 873, 893)",0.1,left,SSs,"c(""SSs5"", ""SSs4"", ""SSs6a"", ""SSs2/3"", ""SSs1"", ""SSs6b"")",WT,mPFF,M,pSyn,0.000418597,0,0.000418597,0
IM340,"c(862, 1090, 893, 873, 1035, 806)",0.1,left,SSs,"c(""SSs6a"", ""SSs5"", ""SSs6b"", ""SSs1"", ""SSs4"", ""SSs2/3"")",WT,mPFF,F,pSyn,8.34E-05,0,8.34E-05,0
IM330,301,0.1,left,st,st,WT,mPFF,M,pSyn,0,0,0,0
IM333,301,0.1,left,st,st,WT,mPFF,F,pSyn,0,0,0,0
IM337,301,0.1,left,st,st,WT,mPFF,M,pSyn,9.25E-05,0,9.25E-05,0
IM340,301,0.1,left,st,st,WT,mPFF,F,pSyn,0,0,0,0
IM330,484682528,0.1,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682528,0.1,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682528,0.1,left,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM340,484682528,0.1,left,stc,stc,WT,mPFF,F,pSyn,0,0,0,0
IM330,470,0.1,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM333,470,0.1,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM337,470,0.1,left,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM340,470,0.1,left,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM330,477,0.1,left,STR,STR,WT,mPFF,M,pSyn,0,0,0,0
IM333,477,0.1,left,STR,STR,WT,mPFF,F,pSyn,0,0,0,0
IM337,477,0.1,left,STR,STR,WT,mPFF,M,pSyn,0.000343023,0,0.000343023,0
IM340,477,0.1,left,STR,STR,WT,mPFF,F,pSyn,0,0,0,0
IM337,614454277,0.1,left,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM340,614454277,0.1,left,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM330,502,0.1,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM333,502,0.1,left,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM337,502,0.1,left,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM340,502,0.1,left,SUB,SUB,WT,mPFF,F,pSyn,6.35E-05,0,6.35E-05,0
IM333,321,0.1,left,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM340,321,0.1,left,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM333,525,0.1,left,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM337,525,0.1,left,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM340,525,0.1,left,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM330,349,0.1,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM333,349,0.1,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM337,349,0.1,left,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM340,349,0.1,left,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM330,229,0.1,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM333,229,0.1,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM337,229,0.1,left,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM340,229,0.1,left,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM330,841,0.1,left,tb,tb,WT,mPFF,M,pSyn,0,0,0,0
IM333,841,0.1,left,tb,tb,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(729, 289, 234, 1127, 97, 786)",0.1,left,TEa,"c(""TEa6a"", ""TEa5"", ""TEa4"", ""TEa2/3"", ""TEa1"", ""TEa6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(289, 786, 234, 1127, 729, 97)",0.1,left,TEa,"c(""TEa5"", ""TEa6b"", ""TEa4"", ""TEa2/3"", ""TEa6a"", ""TEa1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(289, 729, 1127, 786, 234, 97)",0.1,left,TEa,"c(""TEa5"", ""TEa6a"", ""TEa2/3"", ""TEa6b"", ""TEa4"", ""TEa1"")",WT,mPFF,M,pSyn,0.001548488,0,0.001548488,0
IM340,"c(289, 97, 729, 786, 234, 1127)",0.1,left,TEa,"c(""TEa5"", ""TEa1"", ""TEa6a"", ""TEa6b"", ""TEa4"", ""TEa2/3"")",WT,mPFF,F,pSyn,4.25E-05,0,4.25E-05,0
IM330,549,0.1,left,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM333,549,0.1,left,TH,TH,WT,mPFF,F,pSyn,0.00020756,0,0.00020756,0
IM337,549,0.1,left,TH,TH,WT,mPFF,M,pSyn,0,0,0,0
IM340,549,0.1,left,TH,TH,WT,mPFF,F,pSyn,0,0,0,0
IM330,1,0.1,left,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM333,1,0.1,left,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM337,1,0.1,left,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM340,1,0.1,left,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM333,566,0.1,left,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM337,566,0.1,left,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM340,566,0.1,left,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM330,574,0.1,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM333,574,0.1,left,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM337,574,0.1,left,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM340,574,0.1,left,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM330,1043,0.1,left,tspc,tspc,WT,mPFF,M,pSyn,0.000519301,0,0.000519301,0
IM333,1043,0.1,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM337,1043,0.1,left,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM340,1043,0.1,left,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(597, 605)",0.1,left,TT,"c(""TTd"", ""TTv"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(605, 597)",0.1,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(605, 597)",0.1,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(605, 597)",0.1,left,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,614,0.1,left,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM333,614,0.1,left,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM337,614,0.1,left,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM340,614,0.1,left,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM330,629,0.1,left,VAL,VAL,WT,mPFF,M,pSyn,0,0,0,0
IM333,629,0.1,left,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM337,629,0.1,left,VAL,VAL,WT,mPFF,M,pSyn,0,0,0,0
IM340,629,0.1,left,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782550, 312782562, 312782566, 312782554, 312782558, 312782570)",0.1,left,VISa,"c(""VISa1"", ""VISa5"", ""VISa6a"", ""VISa2/3"", ""VISa4"", ""VISa6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782558, 312782562, 312782554, 312782570, 312782566, 312782550)",0.1,left,VISa,"c(""VISa4"", ""VISa5"", ""VISa2/3"", ""VISa6b"", ""VISa6a"", ""VISa1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782550, 312782554, 312782570, 312782562, 312782566, 312782558)",0.1,left,VISa,"c(""VISa1"", ""VISa2/3"", ""VISa6b"", ""VISa5"", ""VISa6a"", ""VISa4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782550, 312782554, 312782562, 312782558, 312782570, 312782566)",0.1,left,VISa,"c(""VISa1"", ""VISa2/3"", ""VISa5"", ""VISa4"", ""VISa6b"", ""VISa6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(905, 233, 1114, 1074, 649, 601)",0.1,left,VISal,"c(""VISal2/3"", ""VISal5"", ""VISal4"", ""VISal1"", ""VISal6b"", ""VISal6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(649, 905, 1114, 601, 233, 1074)",0.1,left,VISal,"c(""VISal6b"", ""VISal2/3"", ""VISal4"", ""VISal6a"", ""VISal5"", ""VISal1"")",WT,mPFF,M,pSyn,2.53E-05,0,2.53E-05,0
IM340,"c(905, 1114, 1074, 233, 601, 649)",0.1,left,VISal,"c(""VISal2/3"", ""VISal4"", ""VISal1"", ""VISal5"", ""VISal6a"", ""VISal6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1046, 433, 1066, 401, 281, 441)",0.1,left,VISam,"c(""VISam6a"", ""VISam5"", ""VISam2/3"", ""VISam4"", ""VISam1"", ""VISam6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(433, 441, 1066, 401, 1046, 281)",0.1,left,VISam,"c(""VISam5"", ""VISam6b"", ""VISam2/3"", ""VISam4"", ""VISam6a"", ""VISam1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1066, 1046, 433, 281, 441, 401)",0.1,left,VISam,"c(""VISam2/3"", ""VISam6a"", ""VISam5"", ""VISam1"", ""VISam6b"", ""VISam4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(401, 1046, 1066, 441, 281, 433)",0.1,left,VISam,"c(""VISam4"", ""VISam6a"", ""VISam2/3"", ""VISam6b"", ""VISam1"", ""VISam5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1058, 897, 849, 857, 1106, 1010)",0.1,left,VISC,"c(""VISC5"", ""VISC1"", ""VISC6b"", ""VISC6a"", ""VISC2/3"", ""VISC4"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(849, 1058, 897, 857, 1010, 1106)",0.1,left,VISC,"c(""VISC6b"", ""VISC5"", ""VISC1"", ""VISC6a"", ""VISC4"", ""VISC2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1010, 849, 857, 1058, 1106, 897)",0.1,left,VISC,"c(""VISC4"", ""VISC6b"", ""VISC6a"", ""VISC5"", ""VISC2/3"", ""VISC1"")",WT,mPFF,M,pSyn,6.30E-05,0,6.30E-05,0
IM340,"c(897, 1010, 849, 1106, 1058, 857)",0.1,left,VISC,"c(""VISC1"", ""VISC4"", ""VISC6b"", ""VISC2/3"", ""VISC5"", ""VISC6a"")",WT,mPFF,F,pSyn,0.000133309,0,0.000133309,0
IM330,"c(973, 573, 421, 613)",0.1,left,VISl,"c(""VISl2/3"", ""VISl4"", ""VISl1"", ""VISl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(421, 973, 613, 573)",0.1,left,VISl,"c(""VISl1"", ""VISl2/3"", ""VISl5"", ""VISl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(573, 613, 973, 74, 421)",0.1,left,VISl,"c(""VISl4"", ""VISl5"", ""VISl2/3"", ""VISl6a"", ""VISl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(74, 421, 573, 613, 973)",0.1,left,VISl,"c(""VISl6a"", ""VISl1"", ""VISl4"", ""VISl5"", ""VISl2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782582, 312782586, 312782578)",0.1,left,VISli,"c(""VISli2/3"", ""VISli4"", ""VISli1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782582, 312782578)",0.1,left,VISli,"c(""VISli2/3"", ""VISli1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782586, 312782578, 312782582)",0.1,left,VISli,"c(""VISli4"", ""VISli1"", ""VISli2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782578, 312782590, 312782586, 312782582)",0.1,left,VISli,"c(""VISli1"", ""VISli5"", ""VISli4"", ""VISli2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(821, 593, 721, 778, 33)",0.1,left,VISp,"c(""VISp2/3"", ""VISp1"", ""VISp4"", ""VISp5"", ""VISp6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(821, 33, 778, 305, 593, 721)",0.1,left,VISp,"c(""VISp2/3"", ""VISp6a"", ""VISp5"", ""VISp6b"", ""VISp1"", ""VISp4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(778, 821, 305, 721, 33, 593)",0.1,left,VISp,"c(""VISp5"", ""VISp2/3"", ""VISp6b"", ""VISp4"", ""VISp6a"", ""VISp1"")",WT,mPFF,M,pSyn,9.66E-06,0,9.66E-06,0
IM340,"c(821, 305, 778, 593, 33, 721)",0.1,left,VISp,"c(""VISp2/3"", ""VISp6b"", ""VISp5"", ""VISp1"", ""VISp6a"", ""VISp4"")",WT,mPFF,F,pSyn,0.000123137,0,0.000123137,0
IM330,"c(902, 393, 377, 869)",0.1,left,VISpl,"c(""VISpl5"", ""VISpl6b"", ""VISpl6a"", ""VISpl4"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(902, 393, 377, 869)",0.1,left,VISpl,"c(""VISpl5"", ""VISpl6b"", ""VISpl6a"", ""VISpl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(902, 393, 869, 377)",0.1,left,VISpl,"c(""VISpl5"", ""VISpl6b"", ""VISpl4"", ""VISpl6a"")",WT,mPFF,M,pSyn,0.000356055,0,0.000356055,0
IM340,"c(393, 902, 377, 869)",0.1,left,VISpl,"c(""VISpl6b"", ""VISpl5"", ""VISpl6a"", ""VISpl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(469, 501, 257, 805, 41, 565)",0.1,left,VISpm,"c(""VISpm6b"", ""VISpm4"", ""VISpm6a"", ""VISpm1"", ""VISpm2/3"", ""VISpm5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(257, 469, 41, 501, 805, 565)",0.1,left,VISpm,"c(""VISpm6a"", ""VISpm6b"", ""VISpm2/3"", ""VISpm4"", ""VISpm1"", ""VISpm5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(565, 41, 257, 469, 501, 805)",0.1,left,VISpm,"c(""VISpm5"", ""VISpm2/3"", ""VISpm6a"", ""VISpm6b"", ""VISpm4"", ""VISpm1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782652, 312782636, 312782644, 312782648, 312782640, 312782632)",0.1,left,VISpor,"c(""VISpor6b"", ""VISpor2/3"", ""VISpor5"", ""VISpor6a"", ""VISpor4"", ""VISpor1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782648, 312782640, 312782632, 312782636, 312782644)",0.1,left,VISpor,"c(""VISpor6a"", ""VISpor4"", ""VISpor1"", ""VISpor2/3"", ""VISpor5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782636, 312782632, 312782652, 312782640, 312782648, 312782644)",0.1,left,VISpor,"c(""VISpor2/3"", ""VISpor1"", ""VISpor6b"", ""VISpor4"", ""VISpor6a"", ""VISpor5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782648, 312782640, 312782636, 312782644, 312782632, 312782652)",0.1,left,VISpor,"c(""VISpor6a"", ""VISpor4"", ""VISpor2/3"", ""VISpor5"", ""VISpor1"", ""VISpor6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782608, 312782616, 312782620, 312782612, 312782604)",0.1,left,VISrl,"c(""VISrl2/3"", ""VISrl5"", ""VISrl6a"", ""VISrl4"", ""VISrl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782624, 312782608, 312782604, 312782616, 312782620, 312782612)",0.1,left,VISrl,"c(""VISrl6b"", ""VISrl2/3"", ""VISrl1"", ""VISrl5"", ""VISrl6a"", ""VISrl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782608, 312782620, 312782624, 312782612, 312782616, 312782604)",0.1,left,VISrl,"c(""VISrl2/3"", ""VISrl6a"", ""VISrl6b"", ""VISrl4"", ""VISrl5"", ""VISrl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782608, 312782620, 312782604, 312782612, 312782616, 312782624)",0.1,left,VISrl,"c(""VISrl2/3"", ""VISrl6a"", ""VISrl1"", ""VISrl4"", ""VISrl5"", ""VISrl6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,685,0.1,left,VM,VM,WT,mPFF,M,pSyn,0,0,0,0
IM333,685,0.1,left,VM,VM,WT,mPFF,F,pSyn,0,0,0,0
IM337,685,0.1,left,VM,VM,WT,mPFF,M,pSyn,0.000129454,0,0.000129454,0
IM340,685,0.1,left,VM,VM,WT,mPFF,F,pSyn,0,0,0,0
IM330,693,0.1,left,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM333,693,0.1,left,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM337,693,0.1,left,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM340,693,0.1,left,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(741, 725)",0.1,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(741, 725)",0.1,left,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(725, 741)",0.1,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(725, 741)",0.1,left,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,718,0.1,left,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM333,718,0.1,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM337,718,0.1,left,VPL,VPL,WT,mPFF,M,pSyn,1.83E-05,0,1.83E-05,0
IM340,718,0.1,left,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM330,733,0.1,left,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM333,733,0.1,left,VPM,VPM,WT,mPFF,F,pSyn,0,0,0,0
IM337,733,0.1,left,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM340,733,0.1,left,VPM,VPM,WT,mPFF,F,pSyn,0,0,0,0
IM333,749,0.1,left,VTA,VTA,WT,mPFF,F,pSyn,0,0,0,0
IM337,749,0.1,left,VTA,VTA,WT,mPFF,M,pSyn,0,0,0,0
IM340,749,0.1,left,VTA,VTA,WT,mPFF,F,pSyn,0,0,0,0
IM330,757,0.1,left,VTN,VTN,WT,mPFF,M,pSyn,0,0,0,0
IM330,560581559,0.1,left,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM333,560581559,0.1,left,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM337,560581559,0.1,left,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM340,560581559,0.1,left,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM330,797,0.1,left,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM333,797,0.1,left,ZI,ZI,WT,mPFF,F,pSyn,0,0,0,0
IM337,797,0.1,left,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM340,797,0.1,left,ZI,ZI,WT,mPFF,F,pSyn,8.43E-05,0,8.43E-05,0
IM330,"c(1015, 211, 935, 919, 927)",0.1,right,ACAd,"c(""ACAd5"", ""ACAd2/3"", ""ACAd1"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(211, 1015, 935, 919, 927)",0.1,right,ACAd,"c(""ACAd2/3"", ""ACAd5"", ""ACAd1"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,"c(""M"", ""F"")",pSyn,0,0,0,0
IM337,"c(919, 1015, 927, 211, 935)",0.1,right,ACAd,"c(""ACAd6a"", ""ACAd5"", ""ACAd6b"", ""ACAd2/3"", ""ACAd1"")",WT,mPFF,M,pSyn,1.20E-05,0,1.20E-05,0
IM340,"c(211, 935, 1015, 919, 927)",0.1,right,ACAd,"c(""ACAd2/3"", ""ACAd1"", ""ACAd5"", ""ACAd6a"", ""ACAd6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(588, 296, 819, 772, 810)",0.1,right,ACAv,"c(""ACAv1"", ""ACAv2/3"", ""ACAv6b"", ""ACAv5"", ""ACAv6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(810, 588, 296, 819, 772)",0.1,right,ACAv,"c(""ACAv6a"", ""ACAv1"", ""ACAv2/3"", ""ACAv6b"", ""ACAv5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(819, 810, 772, 296, 588)",0.1,right,ACAv,"c(""ACAv6b"", ""ACAv6a"", ""ACAv5"", ""ACAv2/3"", ""ACAv1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(810, 296, 819, 772, 588)",0.1,right,ACAv,"c(""ACAv6a"", ""ACAv2/3"", ""ACAv6b"", ""ACAv5"", ""ACAv1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,56,0.1,right,ACB,ACB,WT,mPFF,M,pSyn,1.48E-05,0,1.48E-05,0
IM333,56,0.1,right,ACB,ACB,WT,mPFF,F,pSyn,5.54E-06,0,5.54E-06,0
IM337,56,0.1,right,ACB,ACB,WT,mPFF,M,pSyn,0,0,0,0
IM340,56,0.1,right,ACB,ACB,WT,mPFF,F,pSyn,0.000206007,0,0.000206007,0
IM330,88,0.1,right,AHN,AHN,WT,mPFF,M,pSyn,0,0,0,0
IM333,88,0.1,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
IM340,88,0.1,right,AHN,AHN,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(328, 783, 996, 831, 1101)",0.1,right,AId,"c(""AId2/3"", ""AId6a"", ""AId1"", ""AId6b"", ""AId5"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(328, 996, 831, 1101, 783)",0.1,right,AId,"c(""AId2/3"", ""AId1"", ""AId6b"", ""AId5"", ""AId6a"")",WT,mPFF,"c(""M"", ""F"")",pSyn,0,0,0,0
IM337,"c(996, 328, 783, 1101, 831)",0.1,right,AId,"c(""AId1"", ""AId2/3"", ""AId6a"", ""AId5"", ""AId6b"")",WT,mPFF,M,pSyn,1.20E-05,0,1.20E-05,0
IM340,"c(996, 1101, 328, 783, 831)",0.1,right,AId,"c(""AId1"", ""AId5"", ""AId2/3"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(314, 120, 344, 163, 355)",0.1,right,AIp,"c(""AIp6a"", ""AIp1"", ""AIp5"", ""AIp2/3"", ""AIp6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(355, 314, 120, 344, 163)",0.1,right,AIp,"c(""AIp6b"", ""AIp6a"", ""AIp1"", ""AIp5"", ""AIp2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(120, 355, 344, 314, 163)",0.1,right,AIp,"c(""AIp1"", ""AIp6b"", ""AIp5"", ""AIp6a"", ""AIp2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(355, 314, 163, 344, 120)",0.1,right,AIp,"c(""AIp6b"", ""AIp6a"", ""AIp2/3"", ""AIp5"", ""AIp1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(675, 800, 694, 704)",0.1,right,AIv,"c(""AIv6a"", ""AIv5"", ""AIv2/3"", ""AIv1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(800, 694, 675, 704)",0.1,right,AIv,"c(""AIv5"", ""AIv2/3"", ""AIv6a"", ""AIv1"")",WT,mPFF,"c(""M"", ""F"")",pSyn,0,0,0,0
IM337,"c(675, 704, 800, 694)",0.1,right,AIv,"c(""AIv6a"", ""AIv1"", ""AIv5"", ""AIv2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(800, 675, 694, 704)",0.1,right,AIv,"c(""AIv5"", ""AIv6a"", ""AIv2/3"", ""AIv1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,466,0.1,right,alv,alv,WT,mPFF,M,pSyn,0,0,0,0
IM333,466,0.1,right,alv,alv,WT,mPFF,F,pSyn,3.75E-05,0,3.75E-05,0
IM337,466,0.1,right,alv,alv,WT,mPFF,M,pSyn,0,0,0,0
IM340,466,0.1,right,alv,alv,WT,mPFF,F,pSyn,0,0,0,0
IM330,884,0.1,right,amc,amc,WT,mPFF,M,pSyn,0,0,0,0
IM333,884,0.1,right,amc,amc,WT,mPFF,F,pSyn,0,0,0,0
IM337,884,0.1,right,amc,amc,WT,mPFF,M,pSyn,0,0,0,0
IM340,884,0.1,right,amc,amc,WT,mPFF,F,pSyn,0,0,0,0
IM330,159,0.1,right,AON,AON,WT,mPFF,M,pSyn,0,0,0,0
IM333,159,0.1,right,AON,AON,WT,mPFF,M,pSyn,0.00121072,0,0.00121072,0
